gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.0,"0.36684948205947876,0.7615572214126587,-3.943619617530203e-07","0.41954588890075684,0.6945643424987793,-0.03498460724949837","0.4555441439151764,0.5578470826148987,-0.049416568130254745","0.4495292603969574,0.43109747767448425,-0.06208402290940285","0.4220588207244873,0.3405153751373291,-0.06623431295156479","0.4337487816810608,0.42651045322418213,-0.007229201961308718","0.4564606249332428,0.339020311832428,-0.04670194163918495","0.45658573508262634,0.44759830832481384,-0.06180846691131592","0.4406360983848572,0.47861313819885254,-0.06609471142292023","0.38903120160102844,0.43070581555366516,-0.00666004465892911","0.40496495366096497,0.3458091914653778,-0.0465536043047905","0.41486403346061707,0.4845672845840454,-0.05103985220193863","0.4009298086166382,0.48779067397117615,-0.04430120065808296","0.3451029360294342,0.4553069770336151,-0.014203710481524467","0.3621009588241577,0.3885498344898224,-0.06343895941972733","0.38059136271476746,0.5201824307441711,-0.050315115600824356","0.3681738078594208,0.5273851156234741,-0.029149455949664116","0.29724204540252686,0.49182039499282837,-0.023572241887450218","0.32103583216667175,0.44553765654563904,-0.0540614053606987","0.3427202105522156,0.5296195149421692,-0.040025919675827026","0.3352598547935486,0.5448160767555237,-0.021876029670238495"
0.0,"0.3656924068927765,0.7596328854560852,-3.842197600079089e-07","0.41892942786216736,0.6938610672950745,-0.03585043177008629","0.45536768436431885,0.5569642782211304,-0.049902547150850296","0.44843047857284546,0.4289718270301819,-0.06190092861652374","0.42140525579452515,0.3372875154018402,-0.06534196436405182","0.4338279366493225,0.4261780083179474,-0.006601656321436167","0.4568605422973633,0.33983278274536133,-0.04621543735265732","0.4572535753250122,0.4453579783439636,-0.06147972494363785","0.4415772557258606,0.4745822548866272,-0.06581271439790726","0.38933035731315613,0.42927494645118713,-0.005548872984945774","0.40500158071517944,0.34456437826156616,-0.04602927342057228","0.4155229926109314,0.4821983873844147,-0.0508456714451313","0.4022868871688843,0.4868512749671936,-0.04401779547333717","0.3451419472694397,0.45364269614219666,-0.012763611041009426","0.36154767870903015,0.38578253984451294,-0.06326895207166672","0.38058820366859436,0.5189385414123535,-0.05043236166238785","0.36862578988075256,0.5283336639404297,-0.028907841071486473","0.2961796820163727,0.49067533016204834,-0.02179132029414177","0.32036301493644714,0.44543591141700745,-0.053454987704753876","0.34271544218063354,0.5304962396621704,-0.0398932620882988","0.3358089029788971,0.5456648468971252,-0.021692031994462013"
0.0,"0.36618250608444214,0.7598474621772766,-3.8442368577307207e-07","0.4187620282173157,0.6941578388214111,-0.03664635494351387","0.4552280008792877,0.5565062761306763,-0.05101091042160988","0.4478590488433838,0.42894142866134644,-0.06301871687173843","0.4205019474029541,0.33756211400032043,-0.06643763184547424","0.4330287277698517,0.4249856472015381,-0.008208750747144222","0.45618367195129395,0.3390088677406311,-0.04714559391140938","0.4564485549926758,0.44643300771713257,-0.06185126304626465","0.43994075059890747,0.4754612445831299,-0.0659712627530098","0.38843485713005066,0.4288586974143982,-0.006529003847390413","0.4046408236026764,0.34527379274368286,-0.04646408557891846","0.4151781499385834,0.4839865267276764,-0.05129503831267357","0.4009597897529602,0.4878494441509247,-0.04473409801721573","0.34440842270851135,0.45349738001823425,-0.012933772057294846","0.3612453043460846,0.38643211126327515,-0.06273652613162994","0.3803011178970337,0.5198600888252258,-0.04990354925394058","0.36771613359451294,0.5288286209106445,-0.028699643909931183","0.295765221118927,0.49034780263900757,-0.021177545189857483","0.3200092315673828,0.4448595941066742,-0.05256585031747818","0.34219780564308167,0.529468297958374,-0.038967765867710114","0.33475640416145325,0.5447977185249329,-0.020849592983722687"
0.0,"0.36582639813423157,0.7605412602424622,-3.884761952122062e-07","0.4190540313720703,0.694881796836853,-0.036766741424798965","0.4548869729042053,0.5566285848617554,-0.050800565630197525","0.4481307864189148,0.4290872812271118,-0.06255756318569183","0.42188966274261475,0.3366328477859497,-0.06563811004161835","0.433440625667572,0.4246692359447479,-0.006488516461104155","0.4572313725948334,0.3403523564338684,-0.04592420533299446","0.45623910427093506,0.44689276814460754,-0.06120786443352699","0.43951043486595154,0.47633567452430725,-0.06564478576183319","0.38888490200042725,0.42774543166160583,-0.00499397749081254","0.40496984124183655,0.34416529536247253,-0.04603401571512222","0.4148213863372803,0.4820086658000946,-0.05139246955513954","0.4013221263885498,0.4879981577396393,-0.044690702110528946","0.34462618827819824,0.4525737762451172,-0.011832721531391144","0.3615923225879669,0.3865973949432373,-0.06283218413591385","0.3802567720413208,0.5198075771331787,-0.05064394697546959","0.3679240047931671,0.5298131704330444,-0.029298435896635056","0.29596006870269775,0.4902119040489197,-0.020528577268123627","0.3207201361656189,0.4457181394100189,-0.05285045504570007","0.34218016266822815,0.5304786562919617,-0.03989230468869209","0.3344022333621979,0.545316755771637,-0.02190490812063217"
0.0,"0.36659908294677734,0.7602672576904297,-3.76647932398555e-07","0.41950851678848267,0.693270742893219,-0.03658446669578552","0.45555588603019714,0.5569961667060852,-0.05104878172278404","0.4479723572731018,0.42988908290863037,-0.0632578432559967","0.42105039954185486,0.3378145694732666,-0.06689746677875519","0.43370553851127625,0.42587536573410034,-0.007270829752087593","0.45723313093185425,0.3396296203136444,-0.04649712145328522","0.4569730758666992,0.44521090388298035,-0.06148853898048401","0.44073739647865295,0.4756893217563629,-0.0656590610742569","0.3891867995262146,0.42921483516693115,-0.005757360253483057","0.4054386615753174,0.3432440459728241,-0.04632323980331421","0.415701687335968,0.4809213876724243,-0.051518745720386505","0.4022686183452606,0.4879078269004822,-0.0448380783200264","0.3450344204902649,0.4538574516773224,-0.012387455441057682","0.3620285093784332,0.38661572337150574,-0.06300461292266846","0.380934476852417,0.5199766159057617,-0.05057528242468834","0.368622750043869,0.5311610698699951,-0.029137246310710907","0.2961491346359253,0.49125561118125916,-0.02082626335322857","0.3204883635044098,0.44456785917282104,-0.05289715528488159","0.34270909428596497,0.5291800498962402,-0.039619989693164825","0.33551785349845886,0.5453523397445679,-0.02143535390496254"
0.0,"0.36582517623901367,0.761379599571228,-3.8397524804167915e-07","0.41991984844207764,0.6952905654907227,-0.037097081542015076","0.4558159410953522,0.5578432083129883,-0.051561132073402405","0.44825980067253113,0.42931702733039856,-0.0638275295495987","0.42137831449508667,0.33665844798088074,-0.06743583083152771","0.43313756585121155,0.425091028213501,-0.006767940707504749","0.45687901973724365,0.3403375446796417,-0.04632820561528206","0.45702844858169556,0.4453279972076416,-0.061536986380815506","0.44025686383247375,0.4744551479816437,-0.06582258641719818","0.3885384202003479,0.42858952283859253,-0.005123032722622156","0.4045630395412445,0.34768861532211304,-0.04562832787632942","0.4152795672416687,0.4852409064769745,-0.05063486844301224","0.40144193172454834,0.48826178908348083,-0.04390133172273636","0.3446219563484192,0.45323801040649414,-0.011904249899089336","0.36177965998649597,0.3878844082355499,-0.06268902122974396","0.3810916543006897,0.5207692384719849,-0.050347376614809036","0.36848631501197815,0.5292624831199646,-0.029018530622124672","0.29616880416870117,0.4909602403640747,-0.020615920424461365","0.3211568295955658,0.44642600417137146,-0.05306379124522209","0.3432609438896179,0.5309646725654602,-0.04018488526344299","0.335654079914093,0.546048104763031,-0.02221054956316948"
0.0,"0.36582741141319275,0.7599768042564392,-3.8223765841394197e-07","0.41916871070861816,0.6951395273208618,-0.037399772554636","0.4564855694770813,0.5580759048461914,-0.05170782282948494","0.4487907886505127,0.4297149181365967,-0.06348666548728943","0.4222932457923889,0.33734673261642456,-0.06645196676254272","0.43395307660102844,0.4257645905017853,-0.007278564386069775","0.457916796207428,0.34070712327957153,-0.04676048830151558","0.45702582597732544,0.4461352825164795,-0.06158246472477913","0.44034284353256226,0.4742783010005951,-0.06565924733877182","0.3895096182823181,0.4288994371891022,-0.0054808626882731915","0.40577998757362366,0.34429097175598145,-0.04649372771382332","0.4157470762729645,0.48221373558044434,-0.051277365535497665","0.40255206823349,0.4873853623867035,-0.04408692941069603","0.3454420268535614,0.45341745018959045,-0.012085146270692348","0.3622834384441376,0.3883461058139801,-0.0633198544383049","0.38111886382102966,0.521752119064331,-0.050946760922670364","0.3690933585166931,0.530789852142334,-0.029345758259296417","0.2967471480369568,0.49059903621673584,-0.02058320678770542","0.32106101512908936,0.4475201368331909,-0.052986860275268555","0.34299972653388977,0.5321341753005981,-0.04011770710349083","0.335720956325531,0.546066164970398,-0.022159719839692116"
0.0,"0.36682698130607605,0.7611644864082336,-3.7254073959047673e-07","0.41938140988349915,0.6959381699562073,-0.038036786019802094","0.4570530652999878,0.5584796667098999,-0.05299923196434975","0.44914308190345764,0.43071115016937256,-0.06537900865077972","0.42161163687705994,0.3384709656238556,-0.06900812685489655","0.4355883002281189,0.4246380925178528,-0.008512169122695923","0.4592101275920868,0.34168553352355957,-0.04821467027068138","0.45868387818336487,0.44595959782600403,-0.06321623921394348","0.44176414608955383,0.4725033938884735,-0.06751632690429688","0.3902220129966736,0.4277608394622803,-0.00653894804418087","0.4062431752681732,0.3467663526535034,-0.04751867800951004","0.4164794981479645,0.48478665947914124,-0.05236317217350006","0.4028727412223816,0.48657897114753723,-0.04539518430829048","0.3456556499004364,0.4522547423839569,-0.012965167872607708","0.3620638847351074,0.38854730129241943,-0.06394608318805695","0.381413072347641,0.5214313268661499,-0.051404889672994614","0.3693024218082428,0.5278258323669434,-0.030014386400580406","0.29668477177619934,0.48961764574050903,-0.021372457966208458","0.32102134823799133,0.4484773278236389,-0.0536172017455101","0.34328436851501465,0.532454252243042,-0.04069139435887337","0.336012601852417,0.5447582006454468,-0.02283785492181778"
0.0,"0.3669356405735016,0.761745810508728,-3.724373982549878e-07","0.4191613793373108,0.697799026966095,-0.03888288885354996","0.4568997025489807,0.5586163997650146,-0.05374354124069214","0.449348509311676,0.43004316091537476,-0.06569405645132065","0.42329636216163635,0.3366740643978119,-0.06865236163139343","0.43426284193992615,0.4246508479118347,-0.009253655560314655","0.45812904834747314,0.3400120735168457,-0.048347458243370056","0.4578867554664612,0.4463821351528168,-0.06248888000845909","0.44050854444503784,0.47277700901031494,-0.06621970981359482","0.3893522620201111,0.4285304546356201,-0.0065958998166024685","0.40586626529693604,0.34555211663246155,-0.0471716970205307","0.41647255420684814,0.4847545027732849,-0.05154253914952278","0.4022696018218994,0.48602497577667236,-0.04422438517212868","0.34505826234817505,0.4537585377693176,-0.012337228283286095","0.3619674742221832,0.38979315757751465,-0.06301708519458771","0.38157883286476135,0.5231733918190002,-0.05040822550654411","0.3687538802623749,0.5286911129951477,-0.029012231156229973","0.2964489758014679,0.4913017153739929,-0.020102746784687042","0.32136237621307373,0.44991570711135864,-0.052218660712242126","0.34386175870895386,0.5340755581855774,-0.03932972624897957","0.3358825743198395,0.5462841391563416,-0.02153097279369831"
0.0,"0.36617544293403625,0.7600857019424438,-3.6954455140403297e-07","0.41973745822906494,0.6963824033737183,-0.03787102922797203","0.45705312490463257,0.5591145753860474,-0.05239082872867584","0.4512050747871399,0.4315210282802582,-0.0644013062119484","0.4252448081970215,0.33987730741500854,-0.0674249678850174","0.43458592891693115,0.4244736135005951,-0.007322580553591251","0.45773929357528687,0.33891183137893677,-0.04726758226752281","0.4578059911727905,0.4447946548461914,-0.06205681711435318","0.44135135412216187,0.47371706366539,-0.06584471464157104","0.3898283541202545,0.4278011620044708,-0.005329245235770941","0.4054628312587738,0.3431687355041504,-0.04663786292076111","0.4161003530025482,0.4815133213996887,-0.05105556920170784","0.4032548666000366,0.48543161153793335,-0.043228719383478165","0.3453691303730011,0.45276015996932983,-0.011935730464756489","0.36203533411026,0.3907414376735687,-0.06342362612485886","0.3813740015029907,0.5231920480728149,-0.05116427317261696","0.369633287191391,0.5296285152435303,-0.02943583019077778","0.2969389855861664,0.4902981221675873,-0.020526908338069916","0.32136523723602295,0.45139622688293457,-0.053203947842121124","0.34335559606552124,0.5357957482337952,-0.04068104177713394","0.3359305262565613,0.548054575920105,-0.022819066420197487"
0.0,"0.36655673384666443,0.7615602612495422,-3.6054819929631776e-07","0.42025133967399597,0.6978609561920166,-0.03839939087629318","0.45747530460357666,0.5583946704864502,-0.05330769717693329","0.4513867497444153,0.42951518297195435,-0.06579802930355072","0.4237361550331116,0.3377155661582947,-0.0695054903626442","0.43575525283813477,0.4221871793270111,-0.007561056409031153","0.45896655321121216,0.33727389574050903,-0.04766583815217018","0.459674596786499,0.43924030661582947,-0.062348298728466034","0.4428434669971466,0.4684990346431732,-0.06578826159238815","0.3904135823249817,0.42587152123451233,-0.005313352216035128","0.4059769809246063,0.3433954119682312,-0.04616493359208107","0.41663476824760437,0.4818445146083832,-0.050202976912260056","0.4033304750919342,0.48444753885269165,-0.04201901704072952","0.3457319140434265,0.4511410593986511,-0.01172681711614132","0.3627806007862091,0.38989999890327454,-0.06322750449180603","0.38201913237571716,0.5230814218521118,-0.05072161927819252","0.369810551404953,0.5296732187271118,-0.02873508632183075","0.29688024520874023,0.4890432357788086,-0.020179396495223045","0.3215274214744568,0.45031774044036865,-0.05331066995859146","0.3441314101219177,0.5353730320930481,-0.040796760469675064","0.33732473850250244,0.5480989813804626,-0.022719480097293854"
0.0,"0.36671462655067444,0.7618734240531921,-3.58843323056135e-07","0.42110419273376465,0.6971692442893982,-0.037822093814611435","0.45768988132476807,0.5596333742141724,-0.05332961678504944","0.45033037662506104,0.4289425015449524,-0.06684042513370514","0.42272573709487915,0.33298414945602417,-0.07185941934585571","0.4371887147426605,0.4232037663459778,-0.007308580446988344","0.4603451192378998,0.3363409638404846,-0.04833304509520531","0.4611908495426178,0.43421852588653564,-0.06368281692266464","0.4449865221977234,0.46981996297836304,-0.06707020848989487","0.39096203446388245,0.4271091818809509,-0.0054209125228226185","0.4059235453605652,0.3453400731086731,-0.04625137895345688","0.4167994558811188,0.482069194316864,-0.05059618130326271","0.40427303314208984,0.4861834645271301,-0.0427413173019886","0.3462318778038025,0.452260822057724,-0.012188316322863102","0.36283859610557556,0.3900755047798157,-0.06389170140028","0.38238877058029175,0.5223279595375061,-0.05148131027817726","0.3709319233894348,0.5304041504859924,-0.029588133096694946","0.2973005175590515,0.49060574173927307,-0.02093319036066532","0.3215191960334778,0.4493018388748169,-0.05467018485069275","0.34464147686958313,0.5348304510116577,-0.04221141338348389","0.3389541208744049,0.5491948127746582,-0.024018894881010056"
0.0,"0.36701858043670654,0.760595977306366,-3.6136083281235187e-07","0.42128419876098633,0.6974435448646545,-0.03850570693612099","0.4585644006729126,0.5603774189949036,-0.05438701808452606","0.4518316686153412,0.42954421043395996,-0.0681934729218483","0.42464742064476013,0.33508700132369995,-0.0733126625418663","0.4380776584148407,0.4236852824687958,-0.007585838437080383","0.46024027466773987,0.33401787281036377,-0.04930479824542999","0.46155983209609985,0.4327104091644287,-0.06493010371923447","0.4457096457481384,0.46897372603416443,-0.06817177683115005","0.3914830982685089,0.42786943912506104,-0.005269644316285849","0.4054500162601471,0.34569793939590454,-0.0463692769408226","0.4169003963470459,0.48380807042121887,-0.05032307282090187","0.40494197607040405,0.4870113730430603,-0.041937172412872314","0.346727579832077,0.45265573263168335,-0.011812708340585232","0.3624389171600342,0.3916681706905365,-0.06373775750398636","0.3822888135910034,0.5234097242355347,-0.05115729197859764","0.37176263332366943,0.5298558473587036,-0.02891332469880581","0.29813557863235474,0.4900095760822296,-0.02042662724852562","0.32117801904678345,0.44875019788742065,-0.054077230393886566","0.3447670638561249,0.5344794988632202,-0.041434988379478455","0.3400889039039612,0.5491145253181458,-0.022940658032894135"
