gesture,[0],[7],[8],[12],[14],[16],[23],[24]
0.0,"0.5002427101135254,0.4156988263130188,-0.2969866693019867","0.5935585498809814,0.4026046395301819,-0.3208005428314209","0.5427823662757874,0.41298845410346985,-0.021142497658729553","0.4735124111175537,0.7628195881843567,0.22126321494579315","0.28459399938583374,0.6228787899017334,0.4491094946861267","0.08692929148674011,0.3646293580532074,0.3854444921016693","0.6734998226165771,1.6191236972808838,-0.1664993315935135","0.507931649684906,1.594049096107483,0.16584083437919617"
0.0,"0.499499648809433,0.41583603620529175,-0.2939974367618561","0.592940628528595,0.4023323059082031,-0.33185335993766785","0.5435770153999329,0.4117015302181244,-0.025774747133255005","0.4734624922275543,0.7621237635612488,0.21332713961601257","0.28530389070510864,0.6242803931236267,0.4233189523220062","0.087026447057724,0.36436954140663147,0.3274824023246765","0.6732304692268372,1.6180033683776855,-0.1662241518497467","0.5071651339530945,1.5915554761886597,0.1655672937631607"
0.0,"0.49867939949035645,0.4158051311969757,-0.2774770259857178","0.5921648144721985,0.40218785405158997,-0.31844431161880493","0.5436712503433228,0.4114794135093689,-0.0024458321277052164","0.47343921661376953,0.7622250318527222,0.22462482750415802","0.285220205783844,0.6241271495819092,0.4189578890800476","0.0869319811463356,0.36460116505622864,0.303791344165802","0.6739972829818726,1.617161512374878,-0.16602638363838196","0.5069684386253357,1.5907665491104126,0.16537126898765564"
0.0,"0.49805688858032227,0.41568154096603394,-0.2717651128768921","0.5906650424003601,0.4021998643875122,-0.31866922974586487","0.5440207123756409,0.41151365637779236,-0.0011113750515505672","0.4737146496772766,0.762229323387146,0.22707247734069824","0.2855084538459778,0.6263347864151001,0.4321478009223938","0.08745104819536209,0.36533546447753906,0.32504919171333313","0.6741224527359009,1.6153762340545654,-0.17104321718215942","0.5070878267288208,1.589005708694458,0.17036668956279755"
0.0,"0.4978262782096863,0.41515132784843445,-0.2642837166786194","0.5902682542800903,0.40219318866729736,-0.3085882067680359","0.5440870523452759,0.4114401638507843,0.011430083774030209","0.4729539453983307,0.7622309327125549,0.23333486914634705","0.2852219045162201,0.6262384653091431,0.45245057344436646","0.08748860657215118,0.36537790298461914,0.35107964277267456","0.6757329702377319,1.6098806858062744,-0.17045998573303223","0.5069306492805481,1.585469365119934,0.1697743684053421"
0.0,"0.4977535307407379,0.41522490978240967,-0.26140788197517395","0.5901305675506592,0.4022682309150696,-0.2943001389503479","0.5436632633209229,0.4118329882621765,0.00922445673495531","0.4726928174495697,0.7622050046920776,0.2278842031955719","0.28514784574508667,0.6262171268463135,0.4446478486061096","0.08823233097791672,0.36602282524108887,0.33012059330940247","0.6792532205581665,1.6033971309661865,-0.16166970133781433","0.5069772005081177,1.5806106328964233,0.16097964346408844"
0.0,"0.4977528154850006,0.41518890857696533,-0.26561471819877625","0.5899989604949951,0.402272492647171,-0.2951105237007141","0.5436646938323975,0.41185376048088074,0.0074805645272135735","0.4726234972476959,0.7616279721260071,0.2296406775712967","0.28510862588882446,0.6266988515853882,0.4571942389011383","0.08860121667385101,0.36657172441482544,0.37323155999183655","0.6781102418899536,1.6010969877243042,-0.16174127161502838","0.5062692761421204,1.5779515504837036,0.16105352342128754"
0.0,"0.49778446555137634,0.4149622321128845,-0.26460403203964233","0.5902606844902039,0.40236249566078186,-0.27702492475509644","0.5433512926101685,0.4119667112827301,0.034867022186517715","0.47195619344711304,0.7610785365104675,0.25245097279548645","0.2825627028942108,0.6243796348571777,0.4512189030647278","0.08777527511119843,0.3639797568321228,0.2939203381538391","0.6781108379364014,1.5995197296142578,-0.16235704720020294","0.5048395395278931,1.5775526762008667,0.16164211928844452"
0.0,"0.4977852702140808,0.4149652123451233,-0.26780444383621216","0.5903577208518982,0.40241050720214844,-0.279646098613739","0.5430624485015869,0.41234123706817627,0.02819833718240261","0.47140398621559143,0.7609379291534424,0.2497745305299759","0.27867239713668823,0.6178087592124939,0.3788614273071289","0.08628955483436584,0.36219266057014465,0.19167950749397278","0.678455114364624,1.5996614694595337,-0.16143305599689484","0.5028022527694702,1.5776101350784302,0.1607109010219574"
0.0,"0.49778518080711365,0.41438671946525574,-0.27238398790359497","0.5908740758895874,0.4020867943763733,-0.28601768612861633","0.5429211854934692,0.4122127592563629,0.025183964520692825","0.47126802802085876,0.7607589960098267,0.24592158198356628","0.2771320641040802,0.6136839389801025,0.38449937105178833","0.08549941331148148,0.3611885607242584,0.2183736264705658","0.6802111864089966,1.5999586582183838,-0.16306637227535248","0.5028160810470581,1.5782909393310547,0.16232016682624817"
0.0,"0.49794620275497437,0.41304266452789307,-0.2266291081905365","0.5914438962936401,0.40192079544067383,-0.24090075492858887","0.5428774356842041,0.41221028566360474,0.07544003427028656","0.4712541699409485,0.7606514096260071,0.2681487202644348","0.27582457661628723,0.6128653883934021,0.43337282538414","0.08544452488422394,0.36029091477394104,0.30447012186050415","0.6886262893676758,1.5999394655227661,-0.1620580106973648","0.5038386583328247,1.57869553565979,0.16126243770122528"
0.0,"0.4977632164955139,0.41288986802101135,-0.2298712283372879","0.5915184020996094,0.4019867777824402,-0.25045454502105713","0.5427354574203491,0.4122139513492584,0.06668832898139954","0.47124534845352173,0.7603181004524231,0.27190500497817993","0.2748908996582031,0.6117497086524963,0.4566120207309723","0.08387650549411774,0.3595248758792877,0.3460179567337036","0.6875424385070801,1.6006139516830444,-0.16189292073249817","0.503566563129425,1.5792831182479858,0.1611049473285675"
0.0,"0.4973142743110657,0.4227280914783478,-0.2261291742324829","0.5919570326805115,0.4019671678543091,-0.2441997528076172","0.5411776304244995,0.4125809967517853,0.0711674839258194","0.47140759229660034,0.7605506181716919,0.2734415829181671","0.27464476227760315,0.6148325800895691,0.4536117911338806","0.08269894123077393,0.3627852499485016,0.3073132038116455","0.6809749603271484,1.6107722520828247,-0.15893206000328064","0.5007016658782959,1.5848311185836792,0.15823562443256378"
0.0,"0.4965929090976715,0.42463967204093933,-0.22315356135368347","0.5918849110603333,0.4040539264678955,-0.2603486180305481","0.543387770652771,0.41308844089508057,0.0642293244600296","0.47269853949546814,0.760520875453949,0.26922330260276794","0.27416059374809265,0.6206086277961731,0.39968016743659973","0.08132902532815933,0.37642669677734375,0.202854722738266","0.6725503206253052,1.6152400970458984,-0.16088727116584778","0.5001994371414185,1.5862563848495483,0.16025838255882263"
0.0,"0.496223121881485,0.42861297726631165,-0.21200791001319885","0.5918699502944946,0.4054701030254364,-0.2618219256401062","0.544387936592102,0.41368481516838074,0.060412097722291946","0.4754158854484558,0.7601029872894287,0.26641562581062317","0.27638185024261475,0.6335596442222595,0.3867347836494446","0.08131414651870728,0.39182019233703613,0.193574920296669","0.6713284254074097,1.6155200004577637,-0.16080529987812042","0.500545084476471,1.5862152576446533,0.1601848304271698"
0.0,"0.49621957540512085,0.4300697445869446,-0.21050770580768585","0.5919541120529175,0.40690770745277405,-0.2627894878387451","0.5464926958084106,0.4143238365650177,0.05614519864320755","0.47703543305397034,0.7600402235984802,0.23999306559562683","0.2814924120903015,0.6441172957420349,0.3511141836643219","0.0819476991891861,0.40416309237480164,0.16925939917564392","0.6711718440055847,1.6182705163955688,-0.15839959681034088","0.50055992603302,1.5868282318115234,0.15779295563697815"
0.0,"0.49670419096946716,0.4342673420906067,-0.21595855057239532","0.5942211151123047,0.4094717800617218,-0.262792706489563","0.5464592576026917,0.41690272092819214,0.05411941930651665","0.4782724976539612,0.7618799805641174,0.24049396812915802","0.28356367349624634,0.6472778916358948,0.35949790477752686","0.08246853202581406,0.40145182609558105,0.18763861060142517","0.6630844473838806,1.625689148902893,-0.15839454531669617","0.4964095950126648,1.5919864177703857,0.15778806805610657"
0.0,"0.498401403427124,0.4391740560531616,-0.2041201889514923","0.5960401296615601,0.4131063222885132,-0.2005736380815506","0.5461807250976562,0.4247802793979645,0.08053997159004211","0.4790385365486145,0.7659271359443665,0.2412848025560379","0.28408390283584595,0.6462252140045166,0.3302212953567505","0.08496300876140594,0.3958802819252014,0.11923756450414658","0.6692320704460144,1.62037992477417,-0.13521240651607513","0.5009504556655884,1.589957356452942,0.13454072177410126"
0.0,"0.5018389225006104,0.4388686418533325,-0.17782780528068542","0.598293125629425,0.41473108530044556,-0.14515873789787292","0.5442615747451782,0.43000563979148865,0.11190938949584961","0.4794456362724304,0.7682364583015442,0.24392268061637878","0.29998525977134705,0.652190625667572,0.2894529700279236","0.10316617786884308,0.3778473734855652,0.06709936261177063","0.6786710023880005,1.6099942922592163,-0.11920052766799927","0.5036393404006958,1.5855495929718018,0.11848286539316177"
0.0,"0.5100234746932983,0.4370008111000061,-0.18189924955368042","0.6011772155761719,0.4178353250026703,-0.10828731209039688","0.5417795777320862,0.4362015724182129,0.14368511736392975","0.47962331771850586,0.7701492309570312,0.2652619481086731","0.30732953548431396,0.6506201028823853,0.3131900131702423","0.1306111067533493,0.3475880026817322,0.10810719430446625","0.693238377571106,1.6049519777297974,-0.11531354486942291","0.5074857473373413,1.5854980945587158,0.11460504680871964"
0.0,"0.5124543905258179,0.43674349784851074,-0.21550793945789337","0.6036139726638794,0.42180371284484863,-0.12942565977573395","0.5366386771202087,0.44134801626205444,0.06650619208812714","0.4793267250061035,0.7699658870697021,0.13120323419570923","0.3249802589416504,0.6498246788978577,0.11819174140691757","0.16039563715457916,0.28673475980758667,-0.0230662040412426","0.6978365182876587,1.595948576927185,-0.06958852708339691","0.5076230764389038,1.5817670822143555,0.06898139417171478"
0.0,"0.516402542591095,0.43721961975097656,-0.2337956428527832","0.6046448349952698,0.42315030097961426,-0.11912307888269424","0.5232127904891968,0.4472563862800598,0.04722057282924652","0.47930771112442017,0.7699830532073975,0.08880345523357391","0.3639284074306488,0.6975489258766174,-0.0018812946509569883","0.23271596431732178,0.29939207434654236,-0.17294731736183167","0.7065228819847107,1.5951662063598633,-0.053330808877944946","0.5119580626487732,1.5818018913269043,0.05273269861936569"
0.0,"0.5188709497451782,0.4371963143348694,-0.23393476009368896","0.6046856641769409,0.4240633547306061,-0.0740448385477066","0.5105395317077637,0.4535335898399353,0.048492543399333954","0.47793570160865784,0.7693206071853638,0.0338984914124012","0.3910543620586395,0.7328668236732483,-0.3154726028442383","0.29237955808639526,0.3058144152164459,-0.7600826025009155","0.7076675295829773,1.5885616540908813,-0.027499433606863022","0.5118582248687744,1.5775054693222046,0.02680882439017296"
0.0,"0.5218901038169861,0.43599000573158264,-0.25015485286712646","0.6039363741874695,0.4242549538612366,-0.07613135129213333","0.5021812319755554,0.46038785576820374,-0.02232496626675129","0.47289785742759705,0.7629938125610352,-0.09584009647369385","0.39998459815979004,0.7509962916374207,-0.5571235418319702","0.33124205470085144,0.2890062630176544,-1.03541898727417","0.7101172208786011,1.5761629343032837,0.004497594200074673","0.5117589235305786,1.5694493055343628,-0.005181017331779003"
0.0,"0.5283312797546387,0.4318316578865051,-0.28649717569351196","0.5993818640708923,0.42063412070274353,-0.03264172375202179","0.4937130808830261,0.45896226167678833,-0.020222686231136322","0.4560224115848541,0.7573755979537964,-0.11563923209905624","0.40293851494789124,0.6838802695274353,-0.7409868836402893","0.3744601011276245,0.23815521597862244,-1.3664339780807495","0.7140520811080933,1.5601496696472168,0.04539722576737404","0.5094283819198608,1.5630180835723877,-0.04590747877955437"
0.0,"0.527621865272522,0.4299282431602478,-0.3073957562446594","0.5821182131767273,0.4062449038028717,-0.07183785736560822","0.4800519049167633,0.45811721682548523,-0.06121348217129707","0.44319185614585876,0.7582657933235168,-0.11109025776386261","0.4167236387729645,0.6835964918136597,-0.38743895292282104","0.4259772300720215,0.22719894349575043,-0.6732380390167236","0.7128297686576843,1.5613740682601929,0.025174176320433617","0.5020003914833069,1.5784128904342651,-0.025536200031638145"
0.0,"0.49725937843322754,0.4245067536830902,-0.14022231101989746","0.5639588236808777,0.38610008358955383,0.06909848749637604","0.453438937664032,0.42866864800453186,0.09619559347629547","0.4252198338508606,0.7381350994110107,0.04755820333957672","0.40114155411720276,0.7377256751060486,0.10656176507472992","0.4692964553833008,0.2861293852329254,0.29009103775024414","0.6667116284370422,1.5209366083145142,0.0422242246568203","0.46949058771133423,1.5173507928848267,-0.04255049675703049"
0.0,"0.5035369396209717,0.5510406494140625,-0.16609452664852142","0.5582665801048279,0.4760968089103699,0.017373904585838318","0.4651126265525818,0.5577632188796997,-0.0168162751942873","0.4200435280799866,0.7220206260681152,-0.14260536432266235","0.3931768834590912,0.7827050089836121,-0.6227645874023438","0.5179210305213928,0.2866526246070862,-0.994526743888855","0.6622447967529297,1.498465657234192,0.08667867630720139","0.4533420503139496,1.5009148120880127,-0.08725209534168243"
0.0,"0.504147469997406,0.4642314016819,-0.11337381601333618","0.5556088089942932,0.4494478404521942,0.12205519527196884","0.4526805877685547,0.464552640914917,0.08116651326417923","0.39013317227363586,0.6915532350540161,-0.06161179393529892","0.3888264298439026,0.7857812643051147,-0.5190005898475647","0.5872613191604614,0.2680719494819641,-0.9962126016616821","0.6460229158401489,1.4574251174926758,0.095171257853508","0.41739320755004883,1.4512460231781006,-0.09590216726064682"
0.0,"0.5034164786338806,0.44827011227607727,-0.1300000548362732","0.549841046333313,0.44452717900276184,0.1109711080789566","0.4443248212337494,0.4296221435070038,0.018633684143424034","0.35818928480148315,0.6948673129081726,-0.13974186778068542","0.4612201154232025,0.76934814453125,-0.5899319052696228","0.6289846897125244,0.2681623101234436,-0.9277892112731934","0.6017121076583862,1.479411005973816,0.10212099552154541","0.40273284912109375,1.4739995002746582,-0.10293332487344742"
0.0,"0.5049845576286316,0.44774383306503296,-0.09571506083011627","0.5233622789382935,0.4451465606689453,0.13375531136989594","0.439583957195282,0.43075671792030334,-0.014978060498833656","0.34649625420570374,0.6896899938583374,-0.13033142685890198","0.4443713128566742,0.7579020261764526,-0.5236669778823853","0.6693757772445679,0.2827072739601135,-0.7909268140792847","0.5896704196929932,1.4418647289276123,0.08082519471645355","0.3945918381214142,1.4593199491500854,-0.0816340297460556"
0.0,"0.4979425370693207,0.42962267994880676,-0.06970471143722534","0.5047930479049683,0.4442500174045563,0.2618632912635803","0.41807541251182556,0.41918063163757324,0.05849642679095268","0.32724082469940186,0.6776393055915833,-0.09361021220684052","0.4571080803871155,0.7433735132217407,-0.5167641639709473","0.7141066789627075,0.2897697985172272,-0.7948587536811829","0.5763878226280212,1.4253853559494019,0.09767033159732819","0.3906412422657013,1.4430460929870605,-0.09834378212690353"
0.0,"0.4963953495025635,0.4295491576194763,-0.08828263729810715","0.4864324629306793,0.44224169850349426,0.20302045345306396","0.41055184602737427,0.4211708605289459,-0.004236840642988682","0.3191234767436981,0.683329164981842,-0.15410082042217255","0.47134286165237427,0.738149881362915,-0.6243579387664795","0.7491121888160706,0.33062615990638733,-0.9253847002983093","0.5724517107009888,1.439454436302185,0.10839052498340607","0.38078075647354126,1.457012414932251,-0.10901184380054474"
0.0,"0.4920448660850525,0.44015640020370483,-0.09132089465856552","0.4675954282283783,0.4441715180873871,0.167446106672287","0.4046327471733093,0.4255657196044922,-0.10284464061260223","0.3280213475227356,0.6915960311889648,-0.26619642972946167","0.5166653394699097,0.72877037525177,-0.6493072509765625","0.7893349528312683,0.3768180310726166,-0.8692678213119507","0.5579706430435181,1.44989812374115,0.14396744966506958","0.3795066773891449,1.4673783779144287,-0.14453664422035217"
0.0,"0.4876197874546051,0.4424939453601837,-0.1701698899269104","0.4569861888885498,0.44689902663230896,0.14416466653347015","0.3996242582798004,0.4366551339626312,-0.18722130358219147","0.3354243338108063,0.7083470225334167,-0.37237364053726196","0.5565963983535767,0.7283138632774353,-0.7028318643569946","0.8276692628860474,0.41347503662109375,-0.8498829007148743","0.5529209971427917,1.456822156906128,0.17508989572525024","0.3860403299331665,1.4685555696487427,-0.17556042969226837"
0.0,"0.48838964104652405,0.473641037940979,-0.16124385595321655","0.4533439576625824,0.45904842019081116,0.13532260060310364","0.4018043577671051,0.4526963233947754,-0.21653082966804504","0.34239423274993896,0.7367011308670044,-0.41338127851486206","0.5890060067176819,0.7312648296356201,-0.7723380327224731","0.8441866040229797,0.4436165988445282,-0.8569472432136536","0.550101101398468,1.4753953218460083,0.1593697965145111","0.3916005790233612,1.4915437698364258,-0.159623384475708"
0.0,"0.4890356659889221,0.49497121572494507,-0.1217595562338829","0.45015692710876465,0.47356435656547546,0.16827714443206787","0.40213742852211,0.4714202582836151,-0.20333106815814972","0.35295072197914124,0.7484062910079956,-0.4066360592842102","0.6187186241149902,0.729907751083374,-0.7228601574897766","0.8661907315254211,0.4523026645183563,-0.8089348673820496","0.5457323789596558,1.498443603515625,0.17769360542297363","0.4005125164985657,1.5074397325515747,-0.1779874712228775"
0.0,"0.48954862356185913,0.4932626485824585,-0.058033544570207596","0.44728946685791016,0.47304999828338623,0.20778968930244446","0.40557432174682617,0.47389349341392517,-0.18059669435024261","0.3686467111110687,0.7505745887756348,-0.39455273747444153","0.6458500027656555,0.7263582944869995,-0.7049464583396912","0.882330060005188,0.46441492438316345,-0.7874186038970947","0.5369629859924316,1.4990038871765137,0.1927192062139511","0.4085623323917389,1.507434368133545,-0.19298316538333893"
0.0,"0.49116188287734985,0.49595844745635986,0.03273574262857437","0.4459189772605896,0.4735122323036194,0.25438421964645386","0.4080023169517517,0.4753468334674835,-0.164871484041214","0.3805234134197235,0.7503381371498108,-0.34873151779174805","0.6521600484848022,0.7220428586006165,-0.6705373525619507","0.8889032602310181,0.4820646047592163,-0.7654120922088623","0.5269805192947388,1.498937964439392,0.19130103290081024","0.42541176080703735,1.505274772644043,-0.19160886108875275"
0.0,"0.49157214164733887,0.49391916394233704,0.0264156311750412","0.4462975859642029,0.4742773771286011,0.24979695677757263","0.40945810079574585,0.4794244170188904,-0.14804425835609436","0.38512036204338074,0.7503630518913269,-0.3461258113384247","0.6570225954055786,0.726418137550354,-0.6599658727645874","0.8875754475593567,0.4953891336917877,-0.738038182258606","0.5345410108566284,1.4989908933639526,0.1974370777606964","0.4373089671134949,1.505131483078003,-0.19773784279823303"
0.0,"0.49326127767562866,0.4965170621871948,0.029563117772340775","0.4458320140838623,0.4749987721443176,0.24950174987316132","0.41029247641563416,0.47920387983322144,-0.14317747950553894","0.3884279429912567,0.7496891617774963,-0.3653799891471863","0.6609559059143066,0.7262374758720398,-0.6829412579536438","0.9081395864486694,0.49109703302383423,-0.7498151063919067","0.5226340293884277,1.4989434480667114,0.21638567745685577","0.43877753615379333,1.4994394779205322,-0.21667250990867615"
0.0,"0.49436503648757935,0.49610626697540283,0.012601976282894611","0.4460776448249817,0.4771116077899933,0.23926417529582977","0.41099944710731506,0.4809073507785797,-0.14416861534118652","0.38760191202163696,0.749967634677887,-0.3648987114429474","0.6524308323860168,0.7315386533737183,-0.6863454580307007","0.8986738324165344,0.49487462639808655,-0.7530400156974792","0.5284169316291809,1.498916506767273,0.19984373450279236","0.4379860758781433,1.4994866847991943,-0.20017556846141815"
0.0,"0.4942401349544525,0.496864914894104,-0.012861060909926891","0.4471098482608795,0.47919464111328125,0.21548692882061005","0.4102226197719574,0.4827790856361389,-0.14740031957626343","0.38422486186027527,0.7528640031814575,-0.3501985967159271","0.6405584216117859,0.7360222935676575,-0.6796866655349731","0.8824836611747742,0.49990251660346985,-0.7627993822097778","0.5294852256774902,1.4970662593841553,0.16287024319171906","0.42931684851646423,1.500532865524292,-0.16321009397506714"
0.0,"0.4934479296207428,0.4961681365966797,-0.13746964931488037","0.4489049017429352,0.4804273247718811,0.12321247160434723","0.40781036019325256,0.4843638837337494,-0.18454058468341827","0.37557452917099,0.7566689252853394,-0.37378403544425964","0.622689425945282,0.751373291015625,-0.6804262399673462","0.8672963380813599,0.5059447884559631,-0.7648628354072571","0.5415967106819153,1.4971818923950195,0.1558525115251541","0.42504334449768066,1.511034607887268,-0.1561984419822693"
0.0,"0.49075931310653687,0.5034998059272766,-0.20152947306632996","0.4494035243988037,0.485370934009552,0.11975017935037613","0.4063715934753418,0.48841845989227295,-0.17317607998847961","0.3685280978679657,0.756950318813324,-0.36045041680336","0.5992863178253174,0.7577546238899231,-0.6758476495742798","0.8358543515205383,0.502461850643158,-0.8076440691947937","0.5599249005317688,1.494396448135376,0.16218572854995728","0.42422667145729065,1.514628291130066,-0.16267922520637512"
0.0,"0.4870023727416992,0.5047013759613037,-0.21514280140399933","0.457731157541275,0.49062997102737427,0.12679007649421692","0.40511640906333923,0.4925936460494995,-0.09054119139909744","0.3610610365867615,0.7569620609283447,-0.22834806144237518","0.5556036233901978,0.7571432590484619,-0.6187752485275269","0.8025022745132446,0.48605188727378845,-0.8353999257087708","0.5809627771377563,1.4944218397140503,0.12822812795639038","0.4202853739261627,1.5200788974761963,-0.128938689827919"
0.0,"0.48718833923339844,0.5086349248886108,-0.10477827489376068","0.4731568694114685,0.4949875771999359,0.2761420011520386","0.4063303470611572,0.5033223032951355,0.07766590267419815","0.3581598103046417,0.7572473883628845,-0.07481522113084793","0.5198975205421448,0.7640097141265869,-0.48349785804748535","0.7390034794807434,0.48410606384277344,-0.7469061613082886","0.5930734872817993,1.481961727142334,0.11640653759241104","0.4210982322692871,1.5152379274368286,-0.11709094047546387"
0.0,"0.48741787672042847,0.5147451758384705,0.04338908940553665","0.5062999129295349,0.5011799931526184,0.35774490237236023","0.4242726266384125,0.5168154239654541,0.19407297670841217","0.35847896337509155,0.760222315788269,0.004263653419911861","0.4632815718650818,0.7814439535140991,-0.5444637537002563","0.6684995293617249,0.46577924489974976,-0.9559218287467957","0.6182031631469727,1.4655195474624634,0.0815810114145279","0.42124804854393005,1.4953757524490356,-0.08198142796754837"
0.0,"0.49159231781959534,0.5252909064292908,0.015592853538691998","0.5401867628097534,0.5054782629013062,0.32249167561531067","0.4388718605041504,0.5236873030662537,0.20049169659614563","0.3654883801937103,0.7616403102874756,0.018335705623030663","0.4362979531288147,0.8151335716247559,-0.501914918422699","0.6104303598403931,0.4625742733478546,-0.8850454092025757","0.6305722594261169,1.4643385410308838,0.08806875348091125","0.42990750074386597,1.4886114597320557,-0.08848334848880768"
0.0,"0.5102699995040894,0.5121500492095947,-0.10294650495052338","0.5603610277175903,0.4954134523868561,0.20501050353050232","0.44963541626930237,0.5021678805351257,0.14264751970767975","0.3763619065284729,0.759337306022644,0.06494481861591339","0.40297454595565796,0.8368974328041077,-0.2793453633785248","0.5564081072807312,0.45540907979011536,-0.5581786632537842","0.6260567903518677,1.46419095993042,0.04197368025779724","0.4297094941139221,1.475851058959961,-0.04258013144135475"
