gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.0,"0.3757583796977997,0.5700700283050537,-1.4023406436081134e-07","0.397189199924469,0.5549734234809875,-0.0073913359083235","0.4141550958156585,0.509544849395752,-0.0091530783101916","0.4080981910228729,0.4684909582138061,-0.0104418760165572","0.3897813558578491,0.4626396000385284,-0.0093766972422599","0.4038760066032409,0.4707357883453369,-0.0012733727926388","0.405632346868515,0.4405266344547272,-0.0109795434400439","0.4049268364906311,0.4758913815021515,-0.0151536231860518","0.4038754105567932,0.4869463443756103,-0.0171284414827823","0.3885290324687958,0.4727587699890136,-0.0020014585461467","0.3898074626922607,0.4468791782855987,-0.0129980938509106","0.3923835158348083,0.4896424412727356,-0.014362801797688","0.3909189105033874,0.4934148490428924,-0.0127510707825422","0.3738746345043182,0.4800011813640594,-0.0044613080099225","0.3737796247005462,0.4591040015220642,-0.0173097606748342","0.3794092237949371,0.4995447695255279,-0.0130980415269732","0.3787798583507538,0.5038446187973022,-0.0072162165306508","0.3580636382102966,0.4894957840442657,-0.0073056295514106","0.3611691296100616,0.4753340184688568,-0.0147204715758562","0.3667908906936645,0.5028189420700073,-0.0101718688383698","0.3661000728607178,0.508136510848999,-0.005077295936644"
0.0,"0.375873863697052,0.5709758996963501,-1.2939125326738576e-07","0.3968381881713867,0.5534213781356812,-0.0079212579876184","0.4137435853481293,0.5100259780883789,-0.0103180492296814","0.4074108302593231,0.4698733985424042,-0.0122229978442192","0.3893709182739258,0.463095873594284,-0.011722220107913","0.4031524360179901,0.471149206161499,-0.0015873395605012","0.4049182832241058,0.4405781626701355,-0.0118679469451308","0.4041352272033691,0.4759124517440796,-0.0163473561406135","0.4030743241310119,0.4873167276382446,-0.0183347314596176","0.3878137469291687,0.4732041358947754,-0.0022784234024584","0.3891441524028778,0.4471097886562347,-0.0135299209505319","0.3917044103145599,0.4895636439323425,-0.0150218456983566","0.390395313501358,0.4933215081691742,-0.0134174693375825","0.3730414807796478,0.480504959821701,-0.0048059104010462","0.3733972609043121,0.459440529346466,-0.0180779080837965","0.3789597451686859,0.4997962713241577,-0.014070700854063","0.3782411813735962,0.5039466023445129,-0.008135293610394","0.3571746349334717,0.4906579256057739,-0.0077540585771203","0.3609734177589416,0.476088136434555,-0.0153707507997751","0.3666846752166748,0.5031253695487976,-0.0107913436368107","0.3656536340713501,0.5086179375648499,-0.0055290539748966"
0.0,"0.375420480966568,0.5702824592590332,-1.3669603049493162e-07","0.3967637717723846,0.5545182824134827,-0.0075281062163412","0.4133363962173462,0.510064959526062,-0.0095535349100828","0.407229334115982,0.4684908390045166,-0.0111994445323944","0.3890884518623352,0.4630382061004638,-0.0105136903002858","0.402607798576355,0.4716625809669494,-0.0015254929894581","0.4042429327964782,0.4395195841789245,-0.0115568377077579","0.4037957191467285,0.4749335348606109,-0.0156827419996261","0.4030725359916687,0.4874075353145599,-0.0174447037279605","0.3873734176158905,0.4735783040523529,-0.0022292509675025","0.3882903754711151,0.4472769796848297,-0.0134422741830348","0.3911805748939514,0.4897930920124054,-0.0145921520888805","0.3901184499263763,0.4943073987960815,-0.0127437263727188","0.3727929294109344,0.4810491800308227,-0.0047198720276355","0.3725767433643341,0.4599621295928955,-0.0178110860288143","0.3783110082149505,0.5000391602516174,-0.0134136592969298","0.3778621852397918,0.5051000118255615,-0.007268903311342","0.3569485247135162,0.4910739064216614,-0.0076200664043426","0.3599012792110443,0.4763101041316986,-0.0151259647682309","0.3657214939594269,0.5032784938812256,-0.010489915497601","0.3652317523956299,0.5092302560806274,-0.0052395621314644"
0.0,"0.3749762177467346,0.571869432926178,-1.3311003499438814e-07","0.3961046636104584,0.5547032356262207,-0.0077244932763278","0.4126934707164764,0.5101681351661682,-0.0097785200923681","0.4064247906208038,0.4692294299602508,-0.0114460755139589","0.3884141445159912,0.463277518749237,-0.010771912522614","0.4020465612411499,0.4711185693740845,-0.0007852757116779","0.4034821093082428,0.4408823251724243,-0.0109239472076296","0.4028036296367645,0.4753591120243072,-0.0152931082993745","0.4019575119018554,0.4872544705867767,-0.0171985439956188","0.3868026435375213,0.4728033542633056,-0.0015474398387596","0.3875856697559356,0.4472136795520782,-0.0127634927630424","0.3903154730796814,0.4890841245651245,-0.0141828274354338","0.3895287811756134,0.4933196008205414,-0.0124443285167217","0.3721401691436767,0.4802862107753753,-0.0042084357701241","0.3722676634788513,0.4600505530834198,-0.0176404807716608","0.3777803480625152,0.5000430941581726,-0.0138230072334408","0.3773058652877807,0.5043165683746338,-0.0079164858907461","0.3564206957817077,0.4909054040908813,-0.0072855572216212","0.3600547909736633,0.476993203163147,-0.0151228802278637","0.3657095432281494,0.5037567615509033,-0.0108407959342002","0.3650641739368438,0.5089942216873169,-0.0057388334535062"
0.0,"0.374032974243164,0.5709134340286255,-1.3215237970598537e-07","0.3955550789833069,0.5538694262504578,-0.0079115917906165","0.4121487736701965,0.5097407698631287,-0.0099680395796895","0.405612587928772,0.4693566262722015,-0.0115238046273589","0.3876905441284179,0.4633794724941253,-0.0106821581721305","0.401629775762558,0.4714650511741638,-0.001350944628939","0.4031686782836914,0.4404492378234863,-0.0113781802356243","0.4028206169605255,0.4754512906074524,-0.0155148226767778","0.4019947648048401,0.4869445860385895,-0.0172590222209692","0.3863641619682312,0.4733812510967254,-0.0019164794357493","0.3872347176074981,0.4470360279083252,-0.0129968263208866","0.3902942240238189,0.4890958070755005,-0.0142262103036046","0.3893109261989593,0.4932466447353363,-0.0123976999893784","0.3717101514339447,0.4807229936122894,-0.0043559866026043","0.3713074922561645,0.4600240588188171,-0.0175450704991817","0.3773130774497986,0.4999923408031463,-0.0134841930121183","0.3771220445632934,0.5041482448577881,-0.0074808974750339","0.3558998703956604,0.490828275680542,-0.0072204153984785","0.3586631119251251,0.4764671325683594,-0.014690569601953","0.3647780418395996,0.5032187700271606,-0.0101444665342569","0.3645156621932983,0.5086583495140076,-0.0049390862695872"
0.0,"0.3740087747573852,0.5718029737472534,-1.311689743488387e-07","0.3956474661827087,0.5540202856063843,-0.0068593020550906","0.4119698703289032,0.5095361471176147,-0.0087039349600672","0.4055045843124389,0.4689833521842956,-0.0103215295821428","0.3874129056930542,0.463479220867157,-0.0097569869831204","0.400794118642807,0.4716203212738037,-0.0008217634749598","0.4025894105434418,0.4408646523952484,-0.0104841515421867","0.4024622738361358,0.475847989320755,-0.0147922066971659","0.4015129506587982,0.4880507290363312,-0.0168339684605598","0.3855805397033691,0.4734460413455963,-0.001898746122606","0.3866745233535766,0.4474508464336395,-0.0124930692836642","0.389832466840744,0.4890030324459076,-0.0139079131186008","0.3884950280189514,0.4937782287597656,-0.0125028127804398","0.3708876669406891,0.4812048375606537,-0.0046661612577736","0.3711292147636413,0.459770530462265,-0.0173303447663784","0.377284437417984,0.4995437860488891,-0.013327520340681","0.3764865696430206,0.505081295967102,-0.0076136905699968","0.3550556898117065,0.4921267032623291,-0.0077729984186589","0.3587438762187958,0.4769065976142883,-0.0151371313259005","0.3648978471755981,0.5033326148986816,-0.0106295030564069","0.3640470206737518,0.5094416737556458,-0.0055590560659766"
0.0,"0.3732436597347259,0.5712877511978149,-1.4244530177620618e-07","0.3950920104980469,0.5559592843055725,-0.0065358942374587","0.411533772945404,0.5108322501182556,-0.0081226946786046","0.4056712090969085,0.4690521955490112,-0.0095430370420217","0.3873273432254791,0.4643683135509491,-0.0088088773190975","0.4002335369586944,0.4724186062812805,-0.0009846671018749","0.4018402099609375,0.4408101141452789,-0.0104300491511821","0.401850938796997,0.4763164520263672,-0.0144283175468444","0.4011208117008209,0.4885407984256744,-0.0163055807352066","0.3852405548095703,0.474525898694992,-0.0020432057790458","0.3863090276718139,0.44868004322052,-0.0126974899321794","0.3895387649536133,0.490799605846405,-0.013846319168806","0.3881407976150512,0.4950834810733795,-0.012270743958652","0.3707863390445709,0.4822866022586822,-0.0047178287059068","0.3707726597785949,0.4603523910045624,-0.0172317288815975","0.3769252896308899,0.5002819895744324,-0.0128167103976011","0.3761940896511078,0.5060185194015503,-0.0069272681139409","0.3549509644508362,0.492496132850647,-0.0077119935303926","0.3581565916538238,0.4769040644168854,-0.0149741871282458","0.3643296957015991,0.5037401914596558,-0.0103595852851867","0.3637801706790924,0.5102319121360779,-0.0052822902798652"
0.0,"0.3730096518993377,0.5734497308731079,-1.3624155315028474e-07","0.3940309584140777,0.5556677579879761,-0.0064050825312733","0.4105857908725738,0.5110225677490234,-0.008172845467925","0.4054520428180694,0.4697688221931457,-0.0098254606127738","0.3871028423309326,0.4651305675506592,-0.009369159117341","0.3992036879062652,0.4727936089038849,-0.0006927122594788","0.4017523527145386,0.4419049322605133,-0.0100665148347616","0.4012815058231354,0.477369874715805,-0.0142247173935174","0.40000981092453,0.489265888929367,-0.0162839889526367","0.3841549456119537,0.4745561778545379,-0.0020931435283273","0.3862140476703644,0.448650598526001,-0.0126912062987685","0.3885926008224487,0.4905055463314056,-0.0141632482409477","0.3865410983562469,0.4949807524681091,-0.0128094172105193","0.3695975840091705,0.4823070168495178,-0.0050725331529974","0.3706437349319458,0.4610203802585602,-0.0175937321037054","0.3761125206947326,0.500717043876648,-0.0136115187779068","0.37465500831604,0.5059654116630554,-0.0080022402107715","0.3538618385791778,0.4931904971599579,-0.0083569856360554","0.3582861721515655,0.4781706929206848,-0.0156986881047487","0.3640682995319366,0.5048337578773499,-0.0111603206023573","0.3628288209438324,0.5109332799911499,-0.0061096274293959"
0.0,"0.3728052079677582,0.5725584030151367,-1.3634925721817126e-07","0.3937253057956695,0.555106520652771,-0.0071428311057388","0.4103109240531921,0.5104809403419495,-0.0092649571597576","0.4045026898384094,0.4698841273784637,-0.0110668819397687","0.3863868117332458,0.4663370549678802,-0.0105772214010357","0.3984088599681854,0.4723022878170013,-0.0014591681538149","0.4008504450321197,0.4406780004501343,-0.0110697299242019","0.4009414911270141,0.4771382510662079,-0.015045897103846","0.3995442390441894,0.4884947836399078,-0.0168554801493883","0.3834264576435089,0.4745752811431885,-0.0024442679714411","0.3855276107788086,0.4484365582466125,-0.0129413148388266","0.3884866833686828,0.4911072552204132,-0.0140536790713667","0.3861103653907776,0.4941692054271698,-0.0124847386032342","0.3690398931503296,0.4825225174427032,-0.0051039373502135","0.369961678981781,0.4612323939800262,-0.0174480080604553","0.375865638256073,0.5011410117149353,-0.0130896940827369","0.374370813369751,0.5050833225250244,-0.0072963587008416","0.353480190038681,0.4929800927639007,-0.0081324288621544","0.3572479784488678,0.4777701497077942,-0.0149508323520421","0.3633843958377838,0.504489541053772,-0.010010402649641","0.3621934354305267,0.5101431012153625,-0.0047793635167181"
0.0,"0.3729504644870758,0.5743328332901001,-1.385008374654717e-07","0.3944054543972015,0.5562464594841003,-0.0068586007691919","0.4106082618236542,0.5116137862205505,-0.0087443124502897","0.4047071039676666,0.4704505205154419,-0.0103793041780591","0.386981338262558,0.4650614559650421,-0.009820794686675","0.3977257311344147,0.4738413393497467,-0.0008634131518192","0.4004423320293426,0.442986249923706,-0.0102152358740568","0.4008732736110687,0.4790566861629486,-0.013973930850625","0.3999779522418976,0.4896793663501739,-0.0157330650836229","0.3827928006649017,0.4760372936725616,-0.0019431667169556","0.385435551404953,0.4491360783576965,-0.0127988131716847","0.3883147239685058,0.4916486144065857,-0.0141524169594049","0.3859619498252868,0.4953498542308807,-0.0126038417220115","0.3684063851833343,0.4838575422763824,-0.0046484223566949","0.3701662421226501,0.4624083936214447,-0.0177008491009473","0.3758107721805572,0.5026849508285522,-0.0137062557041645","0.3740969002246856,0.5070772171020508,-0.0079003367573022","0.3528538346290588,0.4944468736648559,-0.0076186852529644","0.3577200472354889,0.478812962770462,-0.0151488212868571","0.3635649979114532,0.5059078931808472,-0.0105304457247257","0.3619385957717895,0.5118741989135742,-0.0053621903061866"
0.0,"0.3734178841114044,0.5750459432601929,-1.4051418872895738e-07","0.3946276605129242,0.5570859909057617,-0.006877061445266","0.4112313091754913,0.5116090774536133,-0.0087858047336339","0.4058736860752105,0.4712297320365906,-0.0103757157921791","0.3875000774860382,0.467528373003006,-0.0098249111324548","0.3976598381996155,0.4734356999397278,-0.0013792897807434","0.4001446962356567,0.4431719779968261,-0.0108687570318579","0.4010570347309112,0.4790988564491272,-0.0148034030571579","0.3997554779052734,0.490494817495346,-0.01658814586699","0.382853090763092,0.4759385287761688,-0.0024338082876056","0.3851159512996673,0.450556993484497,-0.0127843851223587","0.3887284398078918,0.4926645755767822,-0.0139229586347937","0.3863093554973602,0.49616739153862,-0.0124112181365489","0.3687579929828644,0.4842665195465088,-0.0051240264438092","0.3703662157058716,0.4642544984817505,-0.0175521448254585","0.376518040895462,0.5036940574645996,-0.013499142602086","0.3747473657131195,0.5073999762535095,-0.0079301316291093","0.3535259664058685,0.4954763948917389,-0.0081279035657644","0.3581220805644989,0.480517029762268,-0.0152648109942674","0.3641016185283661,0.5070996284484863,-0.0106045519933104","0.3625056147575378,0.5127829313278198,-0.0055563594214618"
0.0,"0.3740535676479339,0.5755577087402344,-1.3827674649746768e-07","0.3956370949745178,0.5554704070091248,-0.0065688202157616","0.4122010171413421,0.511653482913971,-0.0085093220695853","0.4074577689170837,0.4727587699890136,-0.0101782232522964","0.3896720111370086,0.4679208695888519,-0.0097995465621352","0.3975725769996643,0.473930686712265,-0.0018049011705443","0.4011695086956024,0.4446059465408325,-0.0112118748947978","0.4020666480064392,0.4801178872585296,-0.0149857001379132","0.3999477028846741,0.4908804595470428,-0.0166910830885171","0.3828511834144592,0.4764487147331238,-0.00302241044119","0.3860841393470764,0.4515672624111175,-0.0133559089154005","0.3895835876464844,0.4931202530860901,-0.0145873501896858","0.3867204785346985,0.4965704083442688,-0.013278916478157","0.3687965273857116,0.4844518303871155,-0.0057751364074647","0.3717189133167267,0.4650225937366485,-0.0182639863342046","0.377435564994812,0.5044701099395752,-0.0143114263191819","0.375107854604721,0.508179247379303,-0.0088706379756331","0.3535820841789245,0.4955371916294098,-0.008772999048233","0.359173834323883,0.4807758033275604,-0.0159832350909709","0.3647764325141907,0.5071471333503723,-0.0113386157900094","0.3624886572360992,0.5126734972000122,-0.0063423463143408"
0.0,"0.3758895397186279,0.5775010585784912,-1.2800212800812005e-07","0.3973828852176666,0.555700421333313,-0.0075018974021077","0.4138140976428985,0.5120247006416321,-0.0098040774464607","0.4101189374923706,0.4724070727825165,-0.0117069641128182","0.3936705589294433,0.4637177586555481,-0.0115553941577672","0.3973739445209503,0.4750417172908783,-0.0015593981370329","0.400918036699295,0.4474672973155975,-0.0112431664019823","0.402535080909729,0.481892317533493,-0.0152873285114765","0.400605708360672,0.4918314814567566,-0.0170935709029436","0.3831029832363128,0.4779305160045624,-0.0022345341276377","0.3865624070167541,0.4534598290920257,-0.0129295038059353","0.3906209766864776,0.4938890337944031,-0.0144817428663373","0.3879396021366119,0.4974993169307709,-0.0132881281897425","0.3693775236606598,0.4859722554683685,-0.0046195304021239","0.3728302121162414,0.4671207070350647,-0.0175230298191308","0.3786595165729522,0.5051213502883911,-0.0138619150966405","0.3763517141342163,0.5084303617477417,-0.008485141210258","0.3544417321681976,0.4971351623535156,-0.0073180887848138","0.3605022132396698,0.4826848804950714,-0.0148930503055453","0.3661496639251709,0.5083004832267761,-0.0105634713545441","0.3639285564422607,0.5136718153953552,-0.0056704077869653"
