gesture,[0],[7],[8],[11],[13],[15],[23],[23]
0.0,"0.4935856759548187,0.45891210436820984,-0.2078697383403778","0.546861469745636,0.44596293568611145,0.06377948820590973","0.4298166334629059,0.4587664008140564,-0.026168668642640114","0.6324570775032043,0.7216252684593201,0.07761886715888977","0.8048090934753418,0.8501452803611755,-0.07862461358308792","0.5508447885513306,0.5171532034873962,-0.027545014396309853","0.6150912046432495,1.508824110031128,0.06149638816714287","0.6150912046432495,1.508824110031128,0.06149638816714287"
0.0,"0.4937478005886078,0.4577510356903076,-0.25562551617622375","0.5495200157165527,0.4506163001060486,0.039314109832048416","0.434781938791275,0.4590330719947815,-0.057870108634233475","0.6346722841262817,0.7482922673225403,0.04221092909574509","0.8199625015258789,0.8203274011611938,-0.1838633120059967","0.5593379735946655,0.5141645073890686,-0.24485719203948975","0.6153033375740051,1.5075294971466064,0.06166539341211319","0.6153033375740051,1.5075294971466064,0.06166539341211319"
0.0,"0.5060938596725464,0.4750344455242157,-0.27362924814224243","0.5519300103187561,0.46204978227615356,0.039801839739084244","0.4419909119606018,0.46330901980400085,-0.050561804324388504","0.6388552784919739,0.7726196050643921,0.05889192223548889","0.8275431394577026,0.7962572574615479,-0.19816657900810242","0.5677515864372253,0.5047872066497803,-0.28026455640792847","0.6139117479324341,1.5229346752166748,0.06656117737293243","0.6139117479324341,1.5229346752166748,0.06656117737293243"
0.0,"0.5103737115859985,0.4984079599380493,-0.2809876501560211","0.5517760515213013,0.4746299684047699,0.03585446998476982","0.4454478323459625,0.47450825572013855,-0.06084529682993889","0.6378129720687866,0.7822978496551514,0.07837231457233429","0.8254361152648926,0.7911175489425659,-0.11155911535024643","0.5714449882507324,0.4922163188457489,-0.14545921981334686","0.6067712903022766,1.5262402296066284,0.07531686872243881","0.6067712903022766,1.5262402296066284,0.07531686872243881"
0.0,"0.5153366923332214,0.4952866733074188,-0.2755658030509949","0.5565389394760132,0.4786079525947571,0.04061326012015343","0.45176467299461365,0.47515568137168884,-0.06575461477041245","0.6370683312416077,0.7953312397003174,0.08836843073368073","0.8243735432624817,0.7810598015785217,-0.10543713718652725","0.5725567936897278,0.49009445309638977,-0.13082842528820038","0.6031488180160522,1.5413752794265747,0.0834190770983696","0.6031488180160522,1.5413752794265747,0.0834190770983696"
0.0,"0.5123591423034668,0.4906247854232788,-0.3018495440483093","0.5566566586494446,0.4769974648952484,-0.008937260136008263","0.4512668550014496,0.4751683473587036,-0.06956693530082703","0.6396900415420532,0.7920116186141968,0.019510483369231224","0.8287016153335571,0.7716614603996277,-0.3405904471874237","0.5709846615791321,0.4915424883365631,-0.597969651222229","0.6024459600448608,1.532923698425293,0.06281847506761551","0.6024459600448608,1.532923698425293,0.06281847506761551"
0.0,"0.5111350417137146,0.49305012822151184,-0.22249095141887665","0.5583415031433105,0.4791773855686188,0.04731675237417221","0.45089977979660034,0.4805631935596466,0.005849972367286682","0.6403913497924805,0.7904602289199829,0.059803158044815063","0.8345799446105957,0.7686271071434021,-0.17237865924835205","0.5701771974563599,0.49260321259498596,-0.19010576605796814","0.6028237342834473,1.5279556512832642,0.057787276804447174","0.6028237342834473,1.5279556512832642,0.057787276804447174"
0.0,"0.5094540119171143,0.5094423294067383,-0.1777069866657257","0.5581655502319336,0.496976375579834,0.07819440215826035","0.4505429267883301,0.503197193145752,0.019892018288373947","0.6403650045394897,0.8040174841880798,0.10827304422855377","0.8352752923965454,0.7607449293136597,-0.028873387724161148","0.5675593614578247,0.5036482214927673,0.04980466514825821","0.6007338166236877,1.5326517820358276,0.058736853301525116","0.6007338166236877,1.5326517820358276,0.058736853301525116"
0.0,"0.5033921003341675,0.5068438649177551,-0.20408792793750763","0.5572411417961121,0.4946611523628235,0.06027974933385849","0.44836586713790894,0.499946266412735,0.012174401432275772","0.640745997428894,0.7980673909187317,0.08778203278779984","0.8378106951713562,0.7491953372955322,-0.10280338674783707","0.5641775131225586,0.5119233727455139,-0.08530884236097336","0.5998775362968445,1.530555248260498,0.0544620156288147","0.5998775362968445,1.530555248260498,0.0544620156288147"
0.0,"0.5028753280639648,0.5034931898117065,-0.20115730166435242","0.5567320585250854,0.4947595000267029,0.0639415979385376","0.4479671120643616,0.4988331198692322,0.007790970150381327","0.6414026618003845,0.797632098197937,0.09566397219896317","0.8355258107185364,0.7172157168388367,-0.06697648018598557","0.561673104763031,0.5137285590171814,-0.028470909222960472","0.599442720413208,1.5349788665771484,0.054680995643138885","0.599442720413208,1.5349788665771484,0.054680995643138885"
0.0,"0.502488911151886,0.501592755317688,-0.209122896194458","0.5560302138328552,0.4937642812728882,0.05943413823843002","0.4474257826805115,0.4973351061344147,-0.0016467093955725431","0.6413000822067261,0.7952532172203064,0.08672063052654266","0.8347640037536621,0.7092902064323425,-0.08284904062747955","0.5615600347518921,0.5126933455467224,-0.031288810074329376","0.5985856652259827,1.538907766342163,0.05293550342321396","0.5985856652259827,1.538907766342163,0.05293550342321396"
0.0,"0.499800443649292,0.49950066208839417,-0.1785970777273178","0.5532708168029785,0.4932813048362732,0.08717133104801178","0.4458085000514984,0.49628588557243347,0.03471888229250908","0.6410015821456909,0.7937279343605042,0.11060722172260284","0.833234965801239,0.7008486986160278,-0.07599794864654541","0.5623363256454468,0.512043833732605,-0.04782453551888466","0.5980237722396851,1.5372856855392456,0.05353068560361862","0.5980237722396851,1.5372856855392456,0.05353068560361862"
0.0,"0.49947676062583923,0.4979069232940674,-0.17694023251533508","0.5518686771392822,0.49251237511634827,0.08683343976736069","0.4451962113380432,0.4956488013267517,0.024637067690491676","0.6403158903121948,0.7924901247024536,0.11128123849630356","0.8321816325187683,0.7053883671760559,-0.07799851149320602","0.5627496242523193,0.5118321180343628,-0.05351336672902107","0.5967901945114136,1.5372765064239502,0.05563731864094734","0.5967901945114136,1.5372765064239502,0.05563731864094734"
0.0,"0.49832263588905334,0.4967953562736511,-0.18116047978401184","0.5494034290313721,0.49202707409858704,0.0824672132730484","0.444484144449234,0.495084285736084,0.01568097434937954","0.6393613219261169,0.7918964624404907,0.11972469091415405","0.8315523862838745,0.7124351263046265,-0.04558557644486427","0.5619739890098572,0.5081220269203186,-0.00620413850992918","0.5969210863113403,1.536578893661499,0.06457679718732834","0.5969210863113403,1.536578893661499,0.06457679718732834"
0.0,"0.5009862780570984,0.49901092052459717,-0.18523624539375305","0.5493773818016052,0.4930591285228729,0.0796564593911171","0.4455963969230652,0.49611395597457886,0.011071117594838142","0.6392853856086731,0.7910879254341125,0.11156853288412094","0.8310983777046204,0.717179536819458,-0.06738860160112381","0.5606681108474731,0.508054256439209,-0.04782094433903694","0.5969947576522827,1.5360194444656372,0.0647125393152237","0.5969947576522827,1.5360194444656372,0.0647125393152237"
0.0,"0.5009933710098267,0.5017228722572327,-0.17416945099830627","0.5492492318153381,0.4946877062320709,0.08803407847881317","0.44520625472068787,0.49851709604263306,0.01886219158768654","0.639018177986145,0.7905322313308716,0.11453232914209366","0.8286083340644836,0.7203720211982727,-0.0681874081492424","0.559989333152771,0.508068323135376,-0.05777699500322342","0.5970793962478638,1.535585641860962,0.06499244272708893","0.5970793962478638,1.535585641860962,0.06499244272708893"
0.0,"0.501354992389679,0.5011232495307922,-0.12160792201757431","0.5488477945327759,0.49447521567344666,0.13313262164592743","0.44504794478416443,0.4981808662414551,0.05300865322351456","0.6371526718139648,0.7900773882865906,0.15643861889839172","0.8253806233406067,0.7224763035774231,-0.009008631110191345","0.5600907802581787,0.5079312920570374,0.009625637903809547","0.5970954298973083,1.53546941280365,0.06818218529224396","0.5970954298973083,1.53546941280365,0.06818218529224396"
0.0,"0.5012768507003784,0.5039732456207275,-0.1368165910243988","0.5479487776756287,0.49689310789108276,0.11700066179037094","0.44501352310180664,0.4989059567451477,0.049230434000492096","0.6347173452377319,0.7899051904678345,0.14079859852790833","0.8218306303024292,0.7238966226577759,-0.038019753992557526","0.5588358640670776,0.5067018866539001,-0.02611488103866577","0.595400869846344,1.5328569412231445,0.06601723283529282","0.595400869846344,1.5328569412231445,0.06601723283529282"
0.0,"0.5012644529342651,0.5144764184951782,-0.1613435000181198","0.547490119934082,0.500741720199585,0.09619636833667755","0.44464701414108276,0.5007326602935791,0.045094169676303864","0.6346103549003601,0.7896640300750732,0.11799685657024384","0.8180422782897949,0.7249348163604736,-0.07850683480501175","0.5582435727119446,0.5001136064529419,-0.1039532870054245","0.5947138071060181,1.532729983329773,0.06281431764364243","0.5947138071060181,1.532729983329773,0.06281431764364243"
0.0,"0.5009426474571228,0.5165789127349854,-0.16503538191318512","0.5472074151039124,0.5024442672729492,0.09402791410684586","0.4429820477962494,0.5016171932220459,0.03933555260300636","0.6342732310295105,0.7905464172363281,0.12065897136926651","0.8177598714828491,0.7352771162986755,-0.06657152622938156","0.5565187335014343,0.500190019607544,-0.08633384853601456","0.5947767496109009,1.534334421157837,0.06360091269016266","0.5947767496109009,1.534334421157837,0.06360091269016266"
0.0,"0.49856239557266235,0.5231824517250061,-0.1660914570093155","0.5459803342819214,0.5052781701087952,0.09390302002429962","0.44197505712509155,0.5047717094421387,0.041647303849458694","0.6343345046043396,0.7905699610710144,0.12028034776449203","0.8178088068962097,0.742157518863678,-0.05530089884996414","0.5541455149650574,0.49900326132774353,-0.025691574439406395","0.5954529047012329,1.5355629920959473,0.05951673537492752","0.5954529047012329,1.5355629920959473,0.05951673537492752"
0.0,"0.49688220024108887,0.5225304365158081,-0.1723601073026657","0.545401930809021,0.5050225853919983,0.06186706945300102","0.44016027450561523,0.5048760175704956,0.03139173239469528","0.6342148184776306,0.7904049158096313,0.10099395364522934","0.817833423614502,0.7435322403907776,-0.055796701461076736","0.5518268346786499,0.4958863854408264,0.01755988411605358","0.5962253212928772,1.538745403289795,0.05796007066965103","0.5962253212928772,1.538745403289795,0.05796007066965103"
0.0,"0.4973505437374115,0.521645188331604,-0.17284095287322998","0.5453974008560181,0.5049033164978027,0.0634203851222992","0.439822256565094,0.5045668482780457,0.029342928901314735","0.6336889266967773,0.7902728319168091,0.09964127093553543","0.8178121447563171,0.7459579706192017,-0.057905785739421844","0.5498464107513428,0.49272245168685913,-0.010312939062714577","0.5961771011352539,1.5396360158920288,0.056643981486558914","0.5961771011352539,1.5396360158920288,0.056643981486558914"
0.0,"0.4969715178012848,0.518965482711792,-0.16724516451358795","0.5454004406929016,0.5008627772331238,0.06560785323381424","0.4391557276248932,0.4994913339614868,0.02870209887623787","0.6334047913551331,0.7900794744491577,0.10224436223506927","0.818103015422821,0.7473632097244263,-0.01753937266767025","0.5483730435371399,0.48311999440193176,0.10280759632587433","0.5968571901321411,1.540449857711792,0.056613028049468994","0.5968571901321411,1.540449857711792,0.056613028049468994"
0.0,"0.49699169397354126,0.5167094469070435,-0.16500446200370789","0.5453948974609375,0.4978703260421753,0.08632014691829681","0.4390415549278259,0.49567583203315735,0.03943183645606041","0.6329112648963928,0.7893550395965576,0.11783339083194733","0.8181267976760864,0.7467261552810669,-0.025639932602643967","0.5480342507362366,0.47343382239341736,0.04843740910291672","0.5968260169029236,1.5405477285385132,0.05766574293375015","0.5968260169029236,1.5405477285385132,0.05766574293375015"
0.0,"0.4947214126586914,0.5120828151702881,-0.14739319682121277","0.545465350151062,0.4932386577129364,0.10089652240276337","0.4383161962032318,0.48898306488990784,0.054292432963848114","0.6328705549240112,0.7892552614212036,0.12266699969768524","0.8163725137710571,0.7427406311035156,-0.014778842218220234","0.5486716032028198,0.46557506918907166,0.05943785980343819","0.5963000059127808,1.540518879890442,0.057194024324417114","0.5963000059127808,1.540518879890442,0.057194024324417114"
0.0,"0.4947385787963867,0.49995389580726624,-0.12936869263648987","0.5454994440078735,0.48233622312545776,0.1370679885149002","0.4383005201816559,0.4754282534122467,0.08381596207618713","0.632830023765564,0.7881214618682861,0.1432996392250061","0.8139671087265015,0.7336868047714233,-0.01764548011124134","0.5488877892494202,0.44734159111976624,0.0471620187163353","0.5946773886680603,1.537766695022583,0.059065282344818115","0.5946773886680603,1.537766695022583,0.059065282344818115"
0.0,"0.49475401639938354,0.49433594942092896,-0.11591015756130219","0.5455607175827026,0.4739064574241638,0.13457661867141724","0.4382074475288391,0.4694523215293884,0.08535891026258469","0.6326849460601807,0.7863227128982544,0.1399557888507843","0.8091329336166382,0.7304827570915222,-0.014205430634319782","0.5495476722717285,0.42859309911727905,0.08020751923322678","0.594535231590271,1.536973237991333,0.05822165682911873","0.594535231590271,1.536973237991333,0.05822165682911873"
0.0,"0.4947666525840759,0.494430273771286,-0.12422768026590347","0.545210063457489,0.47264227271080017,0.13061027228832245","0.43784356117248535,0.4683765470981598,0.08113938570022583","0.6325791478157043,0.7852891087532043,0.13733719289302826","0.8054944276809692,0.7185753583908081,-0.037272483110427856","0.5494511723518372,0.41320762038230896,0.043521665036678314","0.5943794250488281,1.5355678796768188,0.057573698461055756","0.5943794250488281,1.5355678796768188,0.057573698461055756"
0.0,"0.49457526206970215,0.49460622668266296,-0.1289813220500946","0.5442308187484741,0.47063201665878296,0.1361803114414215","0.4372769892215729,0.4689135253429413,0.08988476544618607","0.6326621770858765,0.7851060628890991,0.13593237102031708","0.8028755187988281,0.7158135175704956,-0.08132487535476685","0.547012984752655,0.4025004208087921,-0.051476411521434784","0.5939956307411194,1.534253478050232,0.05758056789636612","0.5939956307411194,1.534253478050232,0.05758056789636612"
0.0,"0.4945392608642578,0.49221810698509216,-0.13835832476615906","0.541494607925415,0.466755747795105,0.13144199550151825","0.4369271695613861,0.46454477310180664,0.08883646130561829","0.6322228908538818,0.7850621342658997,0.13537900149822235","0.7970645427703857,0.7090221047401428,-0.1134466901421547","0.5438878536224365,0.39993715286254883,-0.14373832941055298","0.593428373336792,1.5336449146270752,0.05918445438146591","0.593428373336792,1.5336449146270752,0.05918445438146591"
0.0,"0.4945732057094574,0.4918193519115448,-0.15743198990821838","0.5397459864616394,0.4662289023399353,0.11721591651439667","0.43682971596717834,0.464472234249115,0.06573151051998138","0.6317492723464966,0.7835611701011658,0.11258269846439362","0.7878730297088623,0.7018060684204102,-0.14899638295173645","0.5396742820739746,0.39213401079177856,-0.19053250551223755","0.593749463558197,1.5320892333984375,0.059282492846250534","0.593749463558197,1.5320892333984375,0.059282492846250534"
0.0,"0.49609121680259705,0.48991331458091736,-0.20239143073558807","0.5393627285957336,0.4629567563533783,0.09495974332094193","0.4368230402469635,0.4627135396003723,0.03860602527856827","0.6319989562034607,0.7835452556610107,0.07859930396080017","0.7820628881454468,0.7002077102661133,-0.3164496421813965","0.5359302759170532,0.37662526965141296,-0.5379371047019958","0.5937554240226746,1.532142162322998,0.0592118501663208","0.5937554240226746,1.532142162322998,0.0592118501663208"
0.0,"0.49742040038108826,0.4900646507740021,-0.1923408806324005","0.5377579927444458,0.46428924798965454,0.1032925397157669","0.43746042251586914,0.46315982937812805,0.04087311774492264","0.6302725076675415,0.7843735814094543,0.08340602368116379","0.7743142247200012,0.6898394227027893,-0.23177771270275116","0.5314623713493347,0.36527660489082336,-0.3569703698158264","0.5923968553543091,1.532866358757019,0.05964352563023567","0.5923968553543091,1.532866358757019,0.05964352563023567"
0.0,"0.49779805541038513,0.49017515778541565,-0.20811760425567627","0.5354233980178833,0.46465232968330383,0.09573931246995926","0.43721675872802734,0.4634488821029663,0.03607001528143883","0.6272615790367126,0.7848309874534607,0.0795285627245903","0.7684908509254456,0.6814937591552734,-0.29117342829704285","0.5293288826942444,0.3546745479106903,-0.4852067828178406","0.5893000960350037,1.5329946279525757,0.058138638734817505","0.5893000960350037,1.5329946279525757,0.058138638734817505"
0.0,"0.4978242516517639,0.4909954369068146,-0.20379360020160675","0.535409152507782,0.46523648500442505,0.09951122105121613","0.4367887079715729,0.4637370705604553,0.04562241956591606","0.6264547109603882,0.7854296565055847,0.08506587892770767","0.7654616236686707,0.6745176315307617,-0.30070123076438904","0.525793731212616,0.348050057888031,-0.5068973302841187","0.5865229368209839,1.5347840785980225,0.058217473328113556","0.5865229368209839,1.5347840785980225,0.058217473328113556"
0.0,"0.4978763163089752,0.49148938059806824,-0.20591962337493896","0.5350717902183533,0.4662548005580902,0.09972797334194183","0.4369018077850342,0.4638657569885254,0.043321676552295685","0.6262540221214294,0.7859562635421753,0.08793722093105316","0.7637431025505066,0.6622501611709595,-0.3484271168708801","0.5232877731323242,0.336272656917572,-0.6188468337059021","0.585979163646698,1.5368380546569824,0.059701867401599884","0.585979163646698,1.5368380546569824,0.059701867401599884"
0.0,"0.49795860052108765,0.49155595898628235,-0.2270859181880951","0.5348808765411377,0.4665370583534241,0.08566401153802872","0.4368970990180969,0.4640022814273834,0.02061409130692482","0.6261874437332153,0.7846483588218689,0.07317711412906647","0.7638649344444275,0.650504469871521,-0.3804817199707031","0.5218546986579895,0.31940850615501404,-0.6882376670837402","0.5863758325576782,1.5369126796722412,0.062112439423799515","0.5863758325576782,1.5369126796722412,0.062112439423799515"
0.0,"0.49862733483314514,0.49287885427474976,-0.21789701282978058","0.5338869094848633,0.46815237402915955,0.09340761601924896","0.43696531653404236,0.46683529019355774,0.02438518777489662","0.6259583234786987,0.7834752202033997,0.07739313691854477","0.7624269723892212,0.6433243155479431,-0.35571807622909546","0.5218197107315063,0.3082006871700287,-0.658067524433136","0.587252676486969,1.5364912748336792,0.06221581622958183","0.587252676486969,1.5364912748336792,0.06221581622958183"
0.0,"0.5010262727737427,0.49305015802383423,-0.2041434347629547","0.5331112146377563,0.4682963788509369,0.130376398563385","0.4373475909233093,0.46796759963035583,0.03607482463121414","0.625840961933136,0.7806488275527954,0.09777289628982544","0.7599305510520935,0.638324499130249,-0.37832456827163696","0.5219528675079346,0.29885855317115784,-0.7618581056594849","0.5873303413391113,1.5349140167236328,0.0666583701968193","0.5873303413391113,1.5349140167236328,0.0666583701968193"
0.0,"0.5012451410293579,0.49195632338523865,-0.20421651005744934","0.5323630571365356,0.4663495421409607,0.1271980106830597","0.4372665286064148,0.4674207866191864,0.03659643605351448","0.6257301568984985,0.7792289853096008,0.09660546481609344","0.7601274847984314,0.6361770033836365,-0.39458993077278137","0.522344708442688,0.3000623285770416,-0.7632074356079102","0.5874065160751343,1.5342227220535278,0.06750520318746567","0.5874065160751343,1.5342227220535278,0.06750520318746567"
0.0,"0.49957767128944397,0.4919742941856384,-0.23367853462696075","0.5316590070724487,0.46653565764427185,0.10151039063930511","0.4358789324760437,0.46678540110588074,0.031248033046722412","0.6253396272659302,0.7791639566421509,0.0843181163072586","0.7606040239334106,0.6390272974967957,-0.3826301693916321","0.5226585865020752,0.30223143100738525,-0.6818491220474243","0.5864627957344055,1.5344544649124146,0.06628067791461945","0.5864627957344055,1.5344544649124146,0.06628067791461945"
0.0,"0.49305471777915955,0.49575936794281006,-0.22831177711486816","0.5314905047416687,0.4666411876678467,0.09522853791713715","0.4341434836387634,0.4675229489803314,0.03190525248646736","0.6250069737434387,0.7791314125061035,0.0847628116607666","0.7613692283630371,0.6726688146591187,-0.3147585093975067","0.5227488279342651,0.3681034445762634,-0.5207839012145996","0.586464524269104,1.533822774887085,0.06520034372806549","0.586464524269104,1.533822774887085,0.06520034372806549"
0.0,"0.4918877184391022,0.495729923248291,-0.22843435406684875","0.5342973470687866,0.46764662861824036,0.03960385173559189","0.43129223585128784,0.4689391255378723,-0.00860834401100874","0.6250814199447632,0.7853342890739441,0.060539912432432175","0.7846683859825134,0.7531682252883911,-0.2126527577638626","0.5252924561500549,0.4504696726799011,-0.29861146211624146","0.5869263410568237,1.5443789958953857,0.06519147753715515","0.5869263410568237,1.5443789958953857,0.06519147753715515"
0.0,"0.493044376373291,0.49127620458602905,-0.22544030845165253","0.5379053950309753,0.4730147421360016,0.026763353496789932","0.43134060502052307,0.47111985087394714,-0.05027227848768234","0.6249068975448608,0.790469765663147,0.05474252626299858","0.7890592813491821,0.8157170414924622,-0.2109178602695465","0.5253556370735168,0.5094744563102722,-0.3721923232078552","0.5865029096603394,1.5441336631774902,0.06426641345024109","0.5865029096603394,1.5441336631774902,0.06426641345024109"
0.0,"0.4936162829399109,0.4849068820476532,-0.22918739914894104","0.5394191741943359,0.4798431396484375,0.01461108960211277","0.4313115179538727,0.479770690202713,-0.06647450476884842","0.6249369382858276,0.7903581261634827,0.032325293868780136","0.7909349799156189,0.867027223110199,-0.2300066202878952","0.5252533555030823,0.5592413544654846,-0.4521923065185547","0.5884179472923279,1.5437040328979492,0.056849174201488495","0.5884179472923279,1.5437040328979492,0.056849174201488495"
0.0,"0.4937545657157898,0.509754478931427,-0.2559295892715454","0.5399522185325623,0.49646055698394775,-0.018765702843666077","0.43192991614341736,0.5031849145889282,-0.0945989117026329","0.6240772008895874,0.7894230484962463,0.011237693950533867","0.7934828996658325,0.8995668292045593,-0.24359937012195587","0.5251516103744507,0.5975138545036316,-0.4607960283756256","0.5864445567131042,1.543507695198059,0.048661645501852036","0.5864445567131042,1.543507695198059,0.048661645501852036"
0.0,"0.49236711859703064,0.5255213975906372,-0.26063117384910583","0.5396173596382141,0.503805935382843,-0.037595171481370926","0.4320926070213318,0.5119165778160095,-0.09770327061414719","0.6234793066978455,0.7781040668487549,-0.014384588226675987","0.7951112389564514,0.9083531498908997,-0.26311036944389343","0.5242441296577454,0.6178087592124939,-0.47996634244918823","0.5841494798660278,1.5389974117279053,0.03792732208967209","0.5841494798660278,1.5389974117279053,0.03792732208967209"
0.0,"0.4914037585258484,0.5313958525657654,-0.30461984872817993","0.5395532846450806,0.5059490203857422,-0.06711171567440033","0.43211159110069275,0.5113702416419983,-0.12089335918426514","0.6239555478096008,0.7717618346214294,-0.03832186013460159","0.7962077856063843,0.9132102131843567,-0.3336137533187866","0.5241506099700928,0.6458315849304199,-0.6097188591957092","0.5841976404190063,1.5316057205200195,0.03252158686518669","0.5841976404190063,1.5316057205200195,0.03252158686518669"
0.0,"0.48939648270606995,0.5286181569099426,-0.3055831491947174","0.5394982099533081,0.5046607851982117,-0.08120187371969223","0.43214496970176697,0.5098978877067566,-0.11074481159448624","0.6292600035667419,0.7715118527412415,-0.05869473144412041","0.8022280931472778,0.9231318831443787,-0.34500712156295776","0.5243380069732666,0.6600160598754883,-0.583819568157196","0.5935987234115601,1.5309572219848633,0.02399616315960884","0.5935987234115601,1.5309572219848633,0.02399616315960884"
0.0,"0.4882943034172058,0.52446448802948,-0.27573099732398987","0.5376758575439453,0.5026059746742249,-0.050286345183849335","0.43229395151138306,0.5022574663162231,-0.09353127330541611","0.6292374730110168,0.7751467227935791,-0.05704117938876152","0.8083759546279907,0.9238066077232361,-0.2613978683948517","0.5243998169898987,0.6776189804077148,-0.48402056097984314","0.5981179475784302,1.5310635566711426,0.028256844729185104","0.5981179475784302,1.5310635566711426,0.028256844729185104"
0.0,"0.4884270131587982,0.52337646484375,-0.27422747015953064","0.5368868112564087,0.5012572407722473,-0.03676297143101692","0.4324479103088379,0.5006715059280396,-0.09553544223308563","0.6286284923553467,0.7809411883354187,-0.015214879997074604","0.8120959401130676,0.9279475808143616,-0.226431205868721","0.5259504914283752,0.702069878578186,-0.47737470269203186","0.5983902215957642,1.5310708284378052,0.04006325080990791","0.5983902215957642,1.5310708284378052,0.04006325080990791"
