gesture,[0],[7],[8],[11],[13],[15],[23],[23]
0.0,"0.428378164768219,0.47360146045684814,-0.2647132873535156","0.49193963408470154,0.43286895751953125,-0.02292257361114025","0.37442249059677124,0.4512919485569,-0.0295015387237072","0.5923161506652832,0.7003462314605713,0.04162464663386345","0.7690260410308838,0.4362301230430603,-0.12737993896007538","0.5309842824935913,0.4136607348918915,-0.00537468958646059","0.5603994131088257,1.5290049314498901,0.07628089189529419","0.5603994131088257,1.5290049314498901,0.07628089189529419"
0.0,"0.4287419319152832,0.443693071603775,-0.3019671142101288","0.49076446890830994,0.42843377590179443,-0.04579039663076401","0.3744838237762451,0.4392656087875366,-0.06621037423610687","0.5904985666275024,0.703116238117218,0.010019210167229176","0.7650386095046997,0.433408260345459,-0.27181702852249146","0.5283746719360352,0.38792356848716736,-0.28771188855171204","0.55265212059021,1.53177011013031,0.07544657588005066","0.55265212059021,1.53177011013031,0.07544657588005066"
0.0,"0.428943395614624,0.41117891669273376,-0.25180986523628235","0.4900789260864258,0.41903966665267944,0.008522143587470055","0.37455645203590393,0.4204675853252411,-0.011704886332154274","0.5891852378845215,0.702582836151123,0.038186945021152496","0.7614630460739136,0.43270501494407654,-0.2573654353618622","0.5278752446174622,0.3632996082305908,-0.2243541032075882","0.552144467830658,1.5304131507873535,0.07539322972297668","0.552144467830658,1.5304131507873535,0.07539322972297668"
0.0,"0.43505287170410156,0.4116080701351166,-0.24583978950977325","0.4901665151119232,0.4246026873588562,0.01576421782374382","0.37655213475227356,0.42098289728164673,-0.021146135404706","0.5885268449783325,0.7023197412490845,0.054811082780361176","0.7550406455993652,0.43270865082740784,-0.08870992064476013","0.5221680998802185,0.3413700461387634,0.08952957391738892","0.5525465607643127,1.5290977954864502,0.08360219746828079","0.5525465607643127,1.5290977954864502,0.08360219746828079"
0.0,"0.4406038224697113,0.4338395893573761,-0.35385411977767944","0.48941540718078613,0.43494275212287903,0.014623591676354408","0.3765694499015808,0.42659124732017517,-0.11533410847187042","0.584433913230896,0.7043896317481995,0.03303603082895279","0.7436326742172241,0.42857328057289124,-0.11430193483829498","0.5148495435714722,0.32137081027030945,0.032947804778814316","0.5521027445793152,1.5308845043182373,0.09584488719701767","0.5521027445793152,1.5308845043182373,0.09584488719701767"
0.0,"0.4415677487850189,0.4547294080257416,-0.3800710141658783","0.48841699957847595,0.4435035288333893,-0.043198712170124054","0.3764001429080963,0.4332883656024933,-0.1331251710653305","0.5798746347427368,0.7043728232383728,0.009827802889049053","0.739043116569519,0.42678290605545044,-0.1403500735759735","0.5135135054588318,0.3158344626426697,-0.013225018978118896","0.5471056699752808,1.5312376022338867,0.09416697919368744","0.5471056699752808,1.5312376022338867,0.09416697919368744"
0.0,"0.4415423274040222,0.45408761501312256,-0.39949625730514526","0.4882434010505676,0.44336235523223877,-0.08886408060789108","0.3765169084072113,0.4332970082759857,-0.13873156905174255","0.5774111747741699,0.7044881582260132,-0.05313221737742424","0.7376715540885925,0.4263549745082855,-0.37019723653793335","0.5104960203170776,0.32580557465553284,-0.4109411835670471","0.5458429455757141,1.5302037000656128,0.07732151448726654","0.5458429455757141,1.5302037000656128,0.07732151448726654"
0.0,"0.4394990801811218,0.45237353444099426,-0.3132670819759369","0.48719120025634766,0.442562997341156,-0.0020605633035302162","0.3765641450881958,0.4322799742221832,-0.040909405797719955","0.5774697065353394,0.7058529257774353,0.018456067889928818","0.7351859211921692,0.4263773560523987,-0.3388312757015228","0.5038604140281677,0.3386263847351074,-0.4481012225151062","0.5461488366127014,1.529986023902893,0.0766366720199585","0.5461488366127014,1.529986023902893,0.0766366720199585"
0.0,"0.43205147981643677,0.4522859454154968,-0.23173335194587708","0.4857303202152252,0.4420592784881592,0.023989791050553322","0.37600308656692505,0.4338212311267853,0.022515814751386642","0.5777261853218079,0.7105746269226074,0.03839273378252983","0.7365055680274963,0.4262920916080475,-0.2988832890987396","0.5053423643112183,0.3730528950691223,-0.2949766218662262","0.5466210246086121,1.5329838991165161,0.061920635402202606","0.5466210246086121,1.5329838991165161,0.061920635402202606"
0.0,"0.42137065529823303,0.4582505524158478,-0.14469078183174133","0.48296841979026794,0.44580280780792236,0.06769092381000519","0.37389108538627625,0.44795840978622437,0.08590410649776459","0.577965259552002,0.7129008769989014,0.0844702199101448","0.7380133271217346,0.42653176188468933,-0.10455341637134552","0.5061201453208923,0.41046351194381714,0.051530756056308746","0.5498582124710083,1.5329409837722778,0.05844145268201828","0.5498582124710083,1.5329409837722778,0.05844145268201828"
0.0,"0.4188317358493805,0.4657018482685089,-0.14103440940380096","0.4815559983253479,0.45355385541915894,0.11718883365392685","0.3722693622112274,0.4567876160144806,0.1552550345659256","0.577545166015625,0.7162712216377258,0.10049190372228622","0.7390475869178772,0.4266960620880127,-0.22284738719463348","0.5063360929489136,0.4413945972919464,-0.28036534786224365","0.5499770641326904,1.5309114456176758,0.030303990468382835","0.5499770641326904,1.5309114456176758,0.030303990468382835"
0.0,"0.4191340506076813,0.46527835726737976,-0.20003540813922882","0.48185691237449646,0.45727911591529846,0.06356661766767502","0.3723301589488983,0.4586806893348694,0.08251378685235977","0.5768947601318359,0.7252030372619629,0.07175920903682709","0.7414820194244385,0.4289551079273224,-0.4080795347690582","0.5092359781265259,0.4759126305580139,-0.5884328484535217","0.5427126884460449,1.5310090780258179,0.01963941380381584","0.5427126884460449,1.5310090780258179,0.01963941380381584"
0.0,"0.41981372237205505,0.4858004152774811,-0.27011847496032715","0.48200908303260803,0.4673146903514862,-0.01692395657300949","0.37362584471702576,0.46673154830932617,0.014623117633163929","0.5766570568084717,0.7336584329605103,-0.008676404133439064","0.7436751127243042,0.43044784665107727,-0.4439755380153656","0.5126252174377441,0.4890325367450714,-0.614800751209259","0.5428544878959656,1.530979037284851,0.025684937834739685","0.5428544878959656,1.530979037284851,0.025684937834739685"
0.0,"0.4209741950035095,0.48341497778892517,-0.2822284996509552","0.48270750045776367,0.46636253595352173,-0.02344626560807228","0.3737349212169647,0.4655480682849884,0.003896328853443265","0.5764714479446411,0.7366142868995667,-0.018533745780587196","0.7456735372543335,0.4331046938896179,-0.4243985712528229","0.5174527168273926,0.4932504892349243,-0.5801132321357727","0.5414912104606628,1.5309863090515137,0.022464442998170853","0.5414912104606628,1.5309863090515137,0.022464442998170853"
0.0,"0.4206584095954895,0.47226786613464355,-0.19253884255886078","0.4826732575893402,0.46298375725746155,0.044329456984996796","0.3731374442577362,0.46502867341041565,0.08054888248443604","0.576511025428772,0.7362944483757019,0.023697106167674065","0.7457209229469299,0.4336782991886139,-0.42300909757614136","0.5184486508369446,0.4800272285938263,-0.5683668851852417","0.5412662625312805,1.529034972190857,0.022213591262698174","0.5412662625312805,1.529034972190857,0.022213591262698174"
0.0,"0.4208061099052429,0.4635414481163025,-0.2060999572277069","0.4826526641845703,0.4504731595516205,0.045089662075042725","0.3731594681739807,0.4559099078178406,0.07594101876020432","0.5767459869384766,0.7291663289070129,0.0269574336707592","0.7459156513214111,0.43419307470321655,-0.37638404965400696","0.5164737701416016,0.44625329971313477,-0.4553232789039612","0.5427004098892212,1.5286126136779785,0.025068601593375206","0.5427004098892212,1.5286126136779785,0.025068601593375206"
0.0,"0.4178130030632019,0.4436343312263489,-0.3378849923610687","0.48137959837913513,0.44078102707862854,-0.035781484097242355","0.37302255630493164,0.44211545586586,0.006993156857788563","0.5757697224617004,0.7241382002830505,-0.05936357378959656","0.7458040118217468,0.43502289056777954,-0.6247215867042542","0.5155340433120728,0.4043373167514801,-0.9227572679519653","0.5414918661117554,1.525612711906433,0.015505395829677582","0.5414918661117554,1.525612711906433,0.015505395829677582"
0.0,"0.4183240532875061,0.4402996599674225,-0.3312929570674896","0.4814092218875885,0.43879732489585876,-0.028066178783774376","0.3730461001396179,0.4399239122867584,-0.021311819553375244","0.5756443738937378,0.7206634283065796,-0.04006582498550415","0.7453999519348145,0.43533533811569214,-0.48861679434776306","0.5154744386672974,0.3753117322921753,-0.6659377813339233","0.5415322780609131,1.5247095823287964,0.02913633920252323","0.5415322780609131,1.5247095823287964,0.02913633920252323"
0.0,"0.4232805669307709,0.44077059626579285,-0.27251437306404114","0.4811709523200989,0.43970516324043274,-0.0038577415980398655","0.3730607032775879,0.4401601552963257,-0.014982621185481548","0.5756421685218811,0.7160002589225769,-0.00354885240085423","0.7440491914749146,0.43533948063850403,-0.33993256092071533","0.5150297284126282,0.3578847348690033,-0.41009029746055603","0.5416485071182251,1.5247974395751953,0.045941270887851715","0.5416485071182251,1.5247974395751953,0.045941270887851715"
0.0,"0.44288578629493713,0.4573460519313812,-0.22506050765514374","0.48239031434059143,0.4427737891674042,0.03564152121543884","0.3781667947769165,0.44029486179351807,-0.01444246806204319","0.575660228729248,0.7151448726654053,0.05783591791987419","0.7406308054924011,0.4353399872779846,-0.07209296524524689","0.5138336420059204,0.33757948875427246,0.07764709740877151","0.5438025593757629,1.5256917476654053,0.07220252603292465","0.5438025593757629,1.5256917476654053,0.07220252603292465"
0.0,"0.45329800248146057,0.46983104944229126,-0.2533911168575287","0.48260173201560974,0.4463328421115875,0.030634647235274315","0.3800579607486725,0.441690057516098,-0.039502911269664764","0.5758476257324219,0.7128726243972778,0.057985663414001465","0.7372332811355591,0.4333868622779846,-0.11764434725046158","0.5101268291473389,0.31481003761291504,-0.004613121040165424","0.5471482276916504,1.527390718460083,0.08338820189237595","0.5471482276916504,1.527390718460083,0.08338820189237595"
0.0,"0.454035222530365,0.48141366243362427,-0.3115832507610321","0.48293834924697876,0.44808441400527954,0.009361064061522484","0.38001391291618347,0.4430316090583801,-0.057602833956480026","0.5759031772613525,0.7103344202041626,0.05417470261454582","0.732516348361969,0.43156230449676514,-0.08599664270877838","0.5102007389068604,0.30555713176727295,0.06596928089857101","0.5499398112297058,1.5276682376861572,0.08281595259904861","0.5499398112297058,1.5276682376861572,0.08281595259904861"
0.0,"0.4537881016731262,0.4886760413646698,-0.3701474368572235","0.48309358954429626,0.44983986020088196,-0.032006777822971344","0.38002583384513855,0.4462561309337616,-0.10212929546833038","0.5760112404823303,0.7089803814888,0.05135418847203255","0.7287353277206421,0.42848628759384155,-0.09042498469352722","0.5100207924842834,0.2993629276752472,0.07332824170589447","0.5503017902374268,1.528050422668457,0.08804532140493393","0.5503017902374268,1.528050422668457,0.08804532140493393"
0.0,"0.45552030205726624,0.49350225925445557,-0.3667902648448944","0.4834159314632416,0.45226550102233887,-0.0405668243765831","0.3805394768714905,0.44910112023353577,-0.11670996248722076","0.5761297345161438,0.7079868912696838,0.04730964079499245","0.7285203337669373,0.4283076822757721,-0.031418077647686005","0.5100897550582886,0.3000260889530182,0.18387125432491302","0.5514293909072876,1.5287550687789917,0.09207344055175781","0.5514293909072876,1.5287550687789917,0.09207344055175781"
0.0,"0.4561004638671875,0.49632012844085693,-0.43122807145118713","0.48369312286376953,0.4589214622974396,-0.08638729900121689","0.3859435021877289,0.4540184736251831,-0.16957153379917145","0.5759352445602417,0.7124632000923157,-0.010995293036103249","0.7287588715553284,0.4283296763896942,-0.16593730449676514","0.5088209509849548,0.3029939532279968,-0.10618561506271362","0.5506386160850525,1.5297445058822632,0.08815742284059525","0.5506386160850525,1.5297445058822632,0.08815742284059525"
0.0,"0.4511050581932068,0.48396503925323486,-0.4128495752811432","0.4836949408054352,0.4588647484779358,-0.08235897868871689","0.3857899308204651,0.4539891183376312,-0.09741111844778061","0.5771105885505676,0.7146492600440979,-0.01789393648505211","0.730476975440979,0.4283527433872223,-0.43679922819137573","0.5088682174682617,0.33718445897102356,-0.6160541772842407","0.5514386296272278,1.533470630645752,0.059985142201185226","0.5514386296272278,1.533470630645752,0.059985142201185226"
0.0,"0.43089041113853455,0.45635986328125,-0.20917370915412903","0.482212632894516,0.4488101899623871,0.03882445767521858","0.3823002874851227,0.4473048746585846,0.06494228541851044","0.5780814290046692,0.7157147526741028,0.04296574369072914","0.7353235483169556,0.42840927839279175,-0.3466915488243103","0.5088851451873779,0.37664544582366943,-0.2451968640089035","0.5558153390884399,1.5351651906967163,0.050250161439180374","0.5558153390884399,1.5351651906967163,0.050250161439180374"
0.0,"0.4237488806247711,0.45716777443885803,-0.13957957923412323","0.48209255933761597,0.44884559512138367,0.09453032165765762","0.3791477382183075,0.44778624176979065,0.11611010134220123","0.5780962109565735,0.7179645299911499,0.09691157191991806","0.7387356162071228,0.42813771963119507,-0.1432267129421234","0.509514331817627,0.43450847268104553,-0.004880488850176334","0.5583879351615906,1.5362075567245483,0.04730919376015663","0.5583879351615906,1.5362075567245483,0.04730919376015663"
0.0,"0.42449456453323364,0.4573062062263489,-0.14879484474658966","0.485710084438324,0.4503510892391205,0.1111692413687706","0.3792423605918884,0.4514077603816986,0.12453703582286835","0.5784252285957336,0.7218363285064697,0.11609786748886108","0.7438560724258423,0.4288997948169708,-0.09360334277153015","0.5086938142776489,0.4725693166255951,0.026317700743675232","0.5590054392814636,1.5361682176589966,0.03788143768906593","0.5590054392814636,1.5361682176589966,0.03788143768906593"
0.0,"0.4248470366001129,0.5029208064079285,-0.301398903131485","0.4862953722476959,0.4723617434501648,-0.01753411442041397","0.37934595346450806,0.4694875478744507,-0.001037766458466649","0.5784293413162231,0.7269362807273865,0.013678041286766529","0.7475767135620117,0.42891260981559753,-0.2742461860179901","0.5119490623474121,0.49296095967292786,-0.3011961579322815","0.5588678121566772,1.5374586582183838,0.03247161954641342","0.5588678121566772,1.5374586582183838,0.03247161954641342"
0.0,"0.4292641282081604,0.5077585577964783,-0.3282151222229004","0.4880332946777344,0.4758625328540802,-0.051779430359601974","0.37962186336517334,0.4735366702079773,-0.048625074326992035","0.5777570605278015,0.729212760925293,-0.03756248205900192","0.7493415474891663,0.4290257692337036,-0.42748674750328064","0.5130777359008789,0.5049073100090027,-0.5929011702537537","0.5521877408027649,1.5374246835708618,0.02371736615896225","0.5521877408027649,1.5374246835708618,0.02371736615896225"
0.0,"0.43082863092422485,0.505323588848114,-0.25242000818252563","0.4896584153175354,0.47677499055862427,0.03130308538675308","0.37971988320350647,0.47644364833831787,0.04729694128036499","0.5785625576972961,0.7294780015945435,-0.0048414962366223335","0.7542003393173218,0.42981064319610596,-0.4222024083137512","0.5140056610107422,0.5184523463249207,-0.6349954605102539","0.55197674036026,1.537429690361023,0.01768108643591404","0.55197674036026,1.537429690361023,0.01768108643591404"
0.0,"0.43302664160728455,0.5132947564125061,-0.343114972114563","0.49077779054641724,0.48349839448928833,-0.049564991146326065","0.38090503215789795,0.48096221685409546,-0.05637411028146744","0.5765122771263123,0.7311371564865112,-0.04589220881462097","0.7539519667625427,0.43521422147750854,-0.5031497478485107","0.5148376226425171,0.5261872410774231,-0.766117513179779","0.5413030385971069,1.5372706651687622,0.020411111414432526","0.5413030385971069,1.5372706651687622,0.020411111414432526"
0.0,"0.4333225190639496,0.5138382315635681,-0.32421189546585083","0.4907344877719879,0.4847300350666046,-0.046279020607471466","0.3809022903442383,0.4840139150619507,-0.037609897553920746","0.5767048597335815,0.730957567691803,-0.026327911764383316","0.7542868852615356,0.4366864562034607,-0.4720469117164612","0.5160056352615356,0.528412401676178,-0.7055560946464539","0.5418754816055298,1.5370575189590454,0.014589367434382439","0.5418754816055298,1.5370575189590454,0.014589367434382439"
0.0,"0.4336516857147217,0.5132324695587158,-0.3066712021827698","0.49078765511512756,0.4855991303920746,-0.039085786789655685","0.3809965252876282,0.4857192039489746,-0.008970623835921288","0.5812280178070068,0.7308807373046875,-0.018878040835261345","0.7564650177955627,0.44240882992744446,-0.466236412525177","0.5170632600784302,0.5277687311172485,-0.6702247858047485","0.5443421006202698,1.5423178672790527,0.011981388553977013","0.5443421006202698,1.5423178672790527,0.011981388553977013"
0.0,"0.43385452032089233,0.5123069882392883,-0.3238021433353424","0.49076294898986816,0.4853348731994629,-0.0325978547334671","0.3806738555431366,0.4860376715660095,-0.006146015599370003","0.5813822150230408,0.7315254807472229,-0.03987603262066841","0.7570114135742188,0.45204222202301025,-0.5779091119766235","0.5174600481987,0.5264190435409546,-0.8984645009040833","0.5440562963485718,1.5429089069366455,0.0021105040796101093","0.5440562963485718,1.5429089069366455,0.0021105040796101093"
0.0,"0.43401074409484863,0.5136081576347351,-0.3208773732185364","0.49050942063331604,0.4849472939968109,-0.06032939627766609","0.3806702494621277,0.48553887009620667,-0.04569440335035324","0.5820177793502808,0.7320769429206848,-0.03221070021390915","0.759699821472168,0.4577281177043915,-0.26641425490379333","0.5217739939689636,0.5258575081825256,-0.1684981882572174","0.5501684546470642,1.542870283126831,0.022002283483743668","0.5501684546470642,1.542870283126831,0.022002283483743668"
0.0,"0.42870616912841797,0.47823601961135864,-0.2853512465953827","0.4888140559196472,0.4658946692943573,-0.01957809366285801","0.3766210675239563,0.47077372670173645,0.00740465521812439","0.5822639465332031,0.7316229343414307,-0.0013812324032187462","0.763410747051239,0.4607667326927185,-0.3128809332847595","0.5240014791488647,0.45242610573768616,-0.3563166856765747","0.5537115931510925,1.5478254556655884,0.02993801236152649","0.5537115931510925,1.5478254556655884,0.02993801236152649"
0.0,"0.4288952946662903,0.4482221007347107,-0.2821667194366455","0.48833489418029785,0.4452384114265442,-0.005766932852566242","0.37666916847229004,0.45366260409355164,-0.0008458934025838971","0.5825526714324951,0.7301322221755981,0.0025015785358846188","0.7609735727310181,0.4602598547935486,-0.4474729895591736","0.5249756574630737,0.3895801901817322,-0.6960829496383667","0.5519512891769409,1.5479954481124878,0.040986303240060806","0.5519512891769409,1.5479954481124878,0.040986303240060806"
0.0,"0.44019994139671326,0.4496024250984192,-0.28499191999435425","0.4881272315979004,0.4472488462924957,0.009731477126479149","0.3767012059688568,0.45368045568466187,-0.02797776088118553","0.5823496580123901,0.7271826267242432,0.03810477256774902","0.755409836769104,0.45996910333633423,-0.2474336177110672","0.5244699716567993,0.3405649960041046,-0.26383692026138306","0.5520901083946228,1.5476436614990234,0.060622554272413254","0.5520901083946228,1.5476436614990234,0.060622554272413254"
0.0,"0.4403606355190277,0.45148128271102905,-0.24977323412895203","0.4864882826805115,0.44851747155189514,0.07651818543672562","0.37604665756225586,0.45374035835266113,0.023161370307207108","0.5815321207046509,0.7245240211486816,0.11011979728937149","0.7482649087905884,0.4564257860183716,-0.11020934581756592","0.5252451300621033,0.3121494650840759,-0.022927355021238327","0.5520644187927246,1.5474079847335815,0.06776943802833557","0.5520644187927246,1.5474079847335815,0.06776943802833557"
0.0,"0.4404168128967285,0.4522879719734192,-0.1449652463197708","0.4860202670097351,0.44938817620277405,0.14998680353164673","0.3760696053504944,0.45256513357162476,0.11039207130670547","0.5806576013565063,0.7226865291595459,0.15402060747146606","0.7422569990158081,0.4531570076942444,-0.08077879250049591","0.5264555215835571,0.29398366808891296,-0.025563757866621017","0.5516357421875,1.5475519895553589,0.06668324768543243","0.5516357421875,1.5475519895553589,0.06668324768543243"
0.0,"0.44035881757736206,0.4535773694515228,-0.1495424211025238","0.48471006751060486,0.449948251247406,0.15664424002170563","0.3761005699634552,0.45286697149276733,0.11971668154001236","0.5799291729927063,0.7210699915885925,0.15451614558696747","0.736810564994812,0.44712376594543457,-0.1537005603313446","0.5261915326118469,0.2755107581615448,-0.17027105391025543","0.5515292882919312,1.547047734260559,0.06738851964473724","0.5515292882919312,1.547047734260559,0.06738851964473724"
0.0,"0.440155565738678,0.45662426948547363,-0.17465975880622864","0.48269081115722656,0.44990992546081543,0.13670744001865387","0.3761201798915863,0.4521879553794861,0.09940741956233978","0.5787640810012817,0.7189849019050598,0.13081960380077362","0.7343007326126099,0.4460371136665344,-0.15536294877529144","0.5270319581031799,0.26804882287979126,-0.31254875659942627","0.5495098829269409,1.5437054634094238,0.0670500248670578","0.5495098829269409,1.5437054634094238,0.0670500248670578"
0.0,"0.44011884927749634,0.4601379930973053,-0.22608515620231628","0.4814576208591461,0.4493159353733063,0.13537202775478363","0.3761438727378845,0.4518469572067261,0.07378705590963364","0.5779753923416138,0.7183763980865479,0.12847396731376648","0.7331629991531372,0.4456247091293335,-0.23031505942344666","0.5272930264472961,0.26174551248550415,-0.3691542148590088","0.5494894981384277,1.543561339378357,0.06684645265340805","0.5494894981384277,1.543561339378357,0.06684645265340805"
